root_slp1	source	registers
muz	dcs:38	rigveda:13,mahabharata-aranyakaparva:4,atharvaveda:3
muzAy	dcs:10	rigveda:9,atharvaveda:1
myakz	dcs:13	rigveda:13
nAD	vidyut:15,dcs:11	rigveda:22,atharvaveda:3,ramayana-ayodhyakanda:1
nASay	dcs:161	atharvaveda:26,mahabharata-aranyakaparva:17,ramayana-sundarakanda:12
nAT	vidyut:10,dcs:5	atharvaveda:10,rigveda:3,buddhacharita:2
nAday	dcs:77	mahabharata-dronaparva:16,mahabharata-aranyakaparva:9,mahabharata-bhishmaparva:8
nAmay	dcs:3	mahabharata-aranyakaparva:1,kama-sutra:1,yotat-up:1
nAmi	vidyut:5	ramayana-ayodhyakanda:2,ch-up:1,raghuvamsha:1
nAnad	dcs:18	rigveda:8,mahabharata-dronaparva:3,mahabharata-karnaparva:3
nAnand	vidyut:1	mahabharata-adiparva:1
nAyay	dcs:37	mahabharata-aranyakaparva:10,ramayana-ayodhyakanda:4,mahabharata-dronaparva:3
nI	dcs:1190,vidyut:61,marker:3	rigveda:184,mahabharata-aranyakaparva:111,ramayana-ayodhyakanda:89
nIrI	vidyut:1	rigveda:1
nU	dcs:70,marker:1	rigveda:68,atharvaveda:3
naB	dcs:37,vidyut:1	rigveda:36,gitarthasamgraha-abhinavagupta:1,atharvaveda:1
naS	dcs:563,vidyut:12	rigveda:84,mahabharata-aranyakaparva:51,atharvaveda:38
naSAy	dcs:2	rigveda:2
nad	dcs:313,vidyut:35	mahabharata-dronaparva:82,mahabharata-bhishmaparva:50,mahabharata-karnaparva:41
naday	dcs:4	rigveda:4
nah	dcs:77,vidyut:43	atharvaveda:27,rigveda:13,mahabharata-dronaparva:9
nakz	dcs:34,vidyut:3	rigveda:33,atharvaveda:3,mahabharata-virataparva:1
nam	dcs:157,vidyut:25,marker:3	rigveda:28,atharvaveda:19,mahabharata-udyogaparva:13
namasy	dcs:70	rigveda:24,mahabharata-udyogaparva:4,bhagavadgita-prabhupada:4
namay	dcs:14	kama-sutra:3,rigveda:2,amaru-shataka:2
nand	dcs:166,vidyut:12	ramayana-ayodhyakanda:18,mahabharata-aranyakaparva:17,mahabharata-adiparva:16
nanday	dcs:32	mahabharata-dronaparva:9,mahabharata-udyogaparva:4,mahabharata-aranyakaparva:4
nannam	dcs:3	rigveda:3
nard	dcs:40,vidyut:13	mahabharata-dronaparva:10,ramayana-aranyakanda:6,mahabharata-shalyaparva:5
narday	dcs:1	mahabharata-karnaparva:1
nartay	dcs:11	mahabharata-dronaparva:2,amaru-shataka:2,shatakatrayam:2
nas	dcs:11,vidyut:2	rigveda:11,atharvaveda:1,raghuvamsha:1
ned	dcs:5	br-up:3,rigveda:1,atharvaveda:1
nenIy	dcs:1	rigveda:1
nenij	dcs:2,vidyut:1	atharvaveda:1,manavadharmashastra:1,rigveda:1
nfmaRasy	dcs:1	rigveda:1
nft	dcs:100,vidyut:13,marker:1	mahabharata-dronaparva:13,mahabharata-shalyaparva:13,mahabharata-aranyakaparva:12
niDu	vidyut:1	atharvaveda:1
niHS￞	dcs:2	atharvaveda:2
niHzWA	dcs:4	ch-up:4
niMs	dcs:7	rigveda:7
niSAmi	vidyut:2	mahabharata-dronaparva:1,atharvaveda:1
nidarSi	vidyut:4	vedartha-samgraha_ramanuja:2,raghuvamsha:1,buddhacharita:1
nidrA	dcs:103,vidyut:3,marker:2	ramayana-ayodhyakanda:6,mahabharata-dronaparva:6,yoga-sutry:5
nigAmi	vidyut:1	nyaya-bhashya:1
nigF	vidyut:1	shukasaptati:1
nii	vidyut:4	rigveda:2,mahabharata-udyogaparva:1,atharvaveda:1
nij	dcs:10,vidyut:1	rigveda:6,atharvaveda:3,manavadharmashastra:1
nikf	dcs:20,vidyut:7	mahabharata-aranyakaparva:5,mahabharata-dronaparva:5,mahabharata-udyogaparva:4
nikz	dcs:3,vidyut:1	atharvaveda:3,rigveda:1
nimantr	vidyut:2	ramayana-aranyakanda:1,mahabharata-udyogaparva:1
nimezi	vidyut:1	kena-up:1
ninIz	dcs:5	rigveda:1,ramayana-ayodhyakanda:1,ramayana-aranyakanda:1
nind	dcs:100,vidyut:3	manavadharmashastra:12,mahabharata-udyogaparva:10,rigveda:9
ninits	dcs:1	rigveda:1
nirAmi	vidyut:2	atharvaveda:2
nirBartsi	vidyut:1	ramayana-sundarakanda:1
nirDe	vidyut:2,dcs:1	atharvaveda:3
nirI	dcs:7,vidyut:2	rigveda:8,atharvaveda:1
nirRI	dcs:14	gitarthasamgraha-abhinavagupta:11,atharvaveda:2,vedartha-samgraha_ramanuja:1
nirRij	dcs:34,vidyut:3	rigveda:34,manavadharmashastra:2,ch-up:1
nirRud	dcs:3,vidyut:1	mnar-up:1,ramayana-balakanda:1,mahabharata-ashvamedhikaparva:1
nire	dcs:2	rigveda:2
nirvarti	vidyut:2	raghuvamsha:1,mahabharata-ashvamedhikaparva:1
nissTA	vidyut:1	rigveda:1
nissfj	vidyut:1	rigveda:1
nivAri	vidyut:10	ramayana-sundarakanda:2,mahabharata-adiparva:2,mahabharata-shalyaparva:2
nivAsi	vidyut:7	ramayana-balakanda:2,bhagavadgita-burba:1,mahabharata-aranyakaparva:1
nivedi	vidyut:9	ramayana-sundarakanda:2,mahabharata-svargarohanikaparva:2,ramayana-balakanda:1
nizWA	dcs:103	mahabharata-dronaparva:6,mahabharata-bhishmaparva:5,bhagavadgita-erman:5
nizecay	dcs:1	ramayana-ayodhyakanda:1
nizev	dcs:65,vidyut:1	mahabharata-aranyakaparva:18,mahabharata-udyogaparva:8,ramayana-ayodhyakanda:6
niziD	dcs:20,vidyut:3	vedartha-samgraha_ramanuja:8,raghuvamsha:4,kumarasambhava:2
nizic	dcs:15,vidyut:1	br-up:6,rigveda:3,atharvaveda:2
nizkF	dcs:2	mahabharata-udyogaparva:2
nizwap	dcs:5	ramayana-ayodhyakanda:2,mahabharata-dronaparva:1,mahabharata-adiparva:1
noday	dcs:2	gitagovinda:1,mahabharata-aranyakaparva:1
nonAv	dcs:16	rigveda:16
nu	dcs:282,vidyut:8	rigveda:123,mahabharata-udyogaparva:18,mahabharata-aranyakaparva:18
nud	dcs:116,vidyut:22,marker:2	atharvaveda:46,rigveda:28,mahabharata-aranyakaparva:8
nyarpi	vidyut:2	atharvaveda:2
nye	dcs:1	br-up:1
nyer	dcs:6	rigveda:6
pA	dcs:1193,vidyut:70,marker:1	rigveda:704,atharvaveda:121,mahabharata-aranyakaparva:48
pAWay	dcs:1	ramayana-balakanda:1
pAcay	dcs:6	br-up:5,shv-up:1
pAci	vidyut:1	mahabharata-ashvamedhikaparva:1
pAday	dcs:229	vedartha-samgraha_ramanuja:38,manavadharmashastra:28,mahabharata-adiparva:24
pAdi	vidyut:2	atharvaveda:1,ramayana-ayodhyakanda:1
pAlay	dcs:193,marker:3	ramayana-ayodhyakanda:35,mahabharata-aranyakaparva:25,mahabharata-udyogaparva:18
pAli	vidyut:32,dcs:2,marker:1	mahabharata-dronaparva:8,mahabharata-aranyakaparva:4,mahabharata-udyogaparva:4
pApat	dcs:3	rigveda:3
pAray	dcs:42	rigveda:20,atharvaveda:7,mahabharata-aranyakaparva:2
pAtay	dcs:474	mahabharata-dronaparva:112,mahabharata-bhishmaparva:55,mahabharata-karnaparva:51
pAti	vidyut:2	ramayana-ayodhyakanda:1,mahabharata-udyogaparva:1
pAtray	dcs:1	shatakatrayam-serebryakov:1
pAvay	dcs:11	ramayana-balakanda:2,mahabharata-ashvamedhikaparva:2,mai-up:1
pAway	dcs:33	ramayana-sundarakanda:7,mahabharata-aranyakaparva:4,buddhacharita:3
pAwi	vidyut:2	shukasaptati:1,mahabharata-aranyakaparva:1
pAyay	dcs:19	rigveda:5,ramayana-ayodhyakanda:3,mahabharata-dronaparva:2
pAyi	vidyut:2	rigveda:2
pE	vidyut:2	rigveda:2
pF	vidyut:8,dcs:1	rigveda:9
pI	dcs:28	rigveda:11,br-up:6,atharvaveda:3
pIl	vidyut:1	rigveda:1
pIqay	dcs:295	mahabharata-dronaparva:40,mahabharata-shalyaparva:30,mahabharata-aranyakaparva:23
pIyUzavarzAy	dcs:1	shatakatrayam-serebryakov:1
pU	dcs:771,vidyut:7	rigveda:605,atharvaveda:68,mahabharata-aranyakaparva:18
pUjay	dcs:613,marker:1	mahabharata-aranyakaparva:96,mahabharata-adiparva:69,mahabharata-udyogaparva:54
pUji	vidyut:14	mahabharata-udyogaparva:3,mahabharata-bhishmaparva:3,ramayana-aranyakanda:2
pUray	dcs:136	mahabharata-dronaparva:18,hatha-yoga-pradipika:14,mahabharata-udyogaparva:8
pUri	vidyut:2	mahabharata-shalyaparva:1,mahabharata-dronaparva:1
pUy	dcs:1	br-up:1
paR	dcs:6	mahabharata-sabhaparva:2,mahabharata-udyogaparva:2,mahabharata-aranyakaparva:1
paS	dcs:1752,marker:2	mahabharata-aranyakaparva:160,mahabharata-dronaparva:132,mahabharata-udyogaparva:109
paT	vidyut:1	rigveda:1
paW	dcs:30,vidyut:2	manavadharmashastra:5,mahabharata-aranyakaparva:5,ramayana-balakanda:4
pac	dcs:119,vidyut:10	rigveda:23,atharvaveda:17,mahabharata-aranyakaparva:9
pad	dcs:1967,vidyut:88,marker:3	nyaya-bhashya:152,mahabharata-aranyakaparva:151,mahabharata-adiparva:149
padi	vidyut:4	atharvaveda:3,kama-sutra:1
palAay	vidyut:1	ramayana-aranyakanda:1
palAy	dcs:25	mahabharata-dronaparva:7,mahabharata-karnaparva:5,mahabharata-virataparva:3
pallavay	dcs:2	gitagovinda:2
palyay	dcs:11	br-up:11
pan	dcs:6	rigveda:6
panAy	dcs:2	rigveda:2
panIPaR	dcs:1	rigveda:1
panasy	dcs:4	rigveda:4
panay	dcs:7	rigveda:7
panipn	dcs:1	rigveda:1
parARI	vidyut:2	atharvaveda:2
parARud	dcs:2	rigveda:2
parASF	vidyut:3	atharvaveda:2,rigveda:1
parAi	vidyut:3	rigveda:2,atharvaveda:1
parI	dcs:76	rigveda:20,atharvaveda:7,ch-up:7
pare	dcs:54	atharvaveda:33,rigveda:15,ramayana-aranyakanda:3
pariGAy	dcs:1	hatha-yoga-pradipika:1
pariRI	dcs:6,vidyut:2	kama-sutra:2,ramayana-sundarakanda:2,atharvaveda:1
parigrAhay	dcs:1	mahabharata-adiparva:1
parii	vidyut:3	atharvaveda:1,isha-up:1,rigveda:1
parikarmay	dcs:1	gitagovinda:1
parinirRij	dcs:1	mahabharata-udyogaparva:1
parinizWA	dcs:6	mahabharata-bhishmaparva:2,ramayana-balakanda:1,mahabharata-adiparva:1
paripre	dcs:1	rigveda:1
parizU	dcs:2	atharvaveda:2
parizWA	dcs:10,vidyut:4	rigveda:10,mahabharata-dronaparva:2,atharvaveda:1
parizic	dcs:20	rigveda:15,mahabharata-adiparva:2,atharvaveda:2
paruzay	dcs:1	kama-sutra:1
paryARI	dcs:2	mahabharata-adiparva:1,mahabharata-sabhaparva:1
paryAvarti	vidyut:1	ch-up:1
paryavekz	dcs:4	kau-up:3,mahabharata-ashvamedhikaparva:1
parye	dcs:5	ch-up:4,mahabharata-ashvamedhikaparva:1
paryupaAs	vidyut:19	mahabharata-striparva:3,bhagavadgita-smirnov:2,ch-up:2
pat	dcs:1722,vidyut:60,marker:1	mahabharata-dronaparva:252,mahabharata-aranyakaparva:165,mahabharata-karnaparva:161
patay	dcs:25	rigveda:21,atharvaveda:4
paty	dcs:28	rigveda:27,atharvaveda:1
pay	dcs:11,vidyut:1	atharvaveda:7,rigveda:4,mahabharata-adiparva:1
pepiS	vidyut:1,dcs:1	atharvaveda:1,rigveda:1
pezay	dcs:1	ramayana-sundarakanda:1
pezi	vidyut:1	mahabharata-dronaparva:1
pf	dcs:429,vidyut:8	rigveda:138,atharvaveda:60,ramayana-ayodhyakanda:37
pfR	dcs:41	rigveda:35,atharvaveda:6
pfc	dcs:55,vidyut:7	rigveda:50,atharvaveda:8,manavadharmashastra:2
pfkz	dcs:25,vidyut:1	rigveda:26
pftanAy	dcs:17	atharvaveda:16,rigveda:1
pftany	dcs:18	rigveda:11,atharvaveda:7
piRqay	dcs:1	buddhacharita:1
piS	dcs:22,vidyut:2	rigveda:17,atharvaveda:6,br-up:1
pinv	dcs:73,vidyut:2	rigveda:63,atharvaveda:12
pipAs	dcs:4	ch-up:2,mahabharata-dronaparva:1,rigveda:1
pipIz	dcs:2	rigveda:2
pipatiz	dcs:1	atharvaveda:1
piprIz	dcs:1	rigveda:1
pitUy	dcs:2	rigveda:2
piz	dcs:41,vidyut:5	rigveda:8,mahabharata-aranyakaparva:6,atharvaveda:5
plAvay	dcs:16	ramayana-balakanda:3,mahabharata-udyogaparva:2,manavadharmashastra:2
plu	dcs:243,vidyut:27	ramayana-sundarakanda:47,mahabharata-dronaparva:41,mahabharata-aranyakaparva:24
pluz	vidyut:2,dcs:1	kumarasambhava:1,rigveda:1,br-up:1
poTay	dcs:36	mahabharata-karnaparva:11,mahabharata-dronaparva:10,mahabharata-shalyaparva:4
popruT	dcs:1	rigveda:1
pozay	dcs:6	rigveda:4,atharvaveda:1,ramayana-ayodhyakanda:1
prA	dcs:35,vidyut:5,marker:1	rigveda:32,atharvaveda:3,mai-up:2
prARI	dcs:1	atharvaveda:1
prAS	dcs:73	atharvaveda:45,manavadharmashastra:6,mahabharata-aranyakaparva:4
prAh	dcs:261	shukasaptati:80,mahabharata-aranyakaparva:21,mahabharata-adiparva:18
prApi	vidyut:3	gitarthasamgraha-abhinavagupta:2,mahabharata-karnaparva:1
prArTay	dcs:103	mahabharata-aranyakaparva:14,mahabharata-dronaparva:12,mahabharata-adiparva:11
prArc	dcs:1	rigveda:1
prAv	dcs:34	rigveda:30,atharvaveda:4
prAyaScittIy	dcs:1	manavadharmashastra:1
prI	dcs:338,vidyut:7	mahabharata-aranyakaparva:61,mahabharata-adiparva:43,rigveda:27
prIRay	dcs:12	ramayana-sundarakanda:2,ramayana-aranyakanda:2,shatakatrayam-serebryakov:2
praAp	vidyut:100	mahabharata-aranyakaparva:17,mahabharata-adiparva:9,manavadharmashastra:7
praAvarti	vidyut:1	mahabharata-dronaparva:1
praDmA	vidyut:2	mahabharata-virataparva:1,bhagavadgita-burba:1
praDmApi	vidyut:1	mahabharata-udyogaparva:1
praRI	dcs:41,vidyut:12	rigveda:20,manavadharmashastra:5,atharvaveda:4
praRij	vidyut:1	atharvaveda:1
praRud	vidyut:27,dcs:24	atharvaveda:10,mahabharata-udyogaparva:10,mahabharata-bhishmaparva:5
praSF	vidyut:1	atharvaveda:1
praT	dcs:117,vidyut:10	rigveda:40,mahabharata-adiparva:16,mahabharata-aranyakaparva:13
praTay	dcs:22	rigveda:10,amaru-shataka:3,atharvaveda:2
praUrRu	vidyut:1	atharvaveda:1
praarTi	vidyut:8	raghuvamsha:3,atharvaveda:2,mahabharata-dronaparva:2
praav	vidyut:13,marker:1	rigveda:13,manavadharmashastra:1
pracC	dcs:750,vidyut:4,marker:1	mahabharata-adiparva:100,mahabharata-aranyakaparva:91,shukasaptati:75
pracakzi	vidyut:1	rigveda:1
pracyAvi	vidyut:2	atharvaveda:1,mahabharata-sabhaparva:1
praiz	vidyut:1	mahabharata-aranyakaparva:1
prakASi	vidyut:2	nyaya-bhashya:1,pr-up:1
prakaway	dcs:6	shatakatrayam:2,jabala-up:2,shatakatrayam-serebryakov:1
prakfp	vidyut:1	nyaya-bhashya:1
prak￞	dcs:17	ramayana-ayodhyakanda:3,mahabharata-bhishmaparva:3,ramayana-sundarakanda:2
prapaYcay	dcs:1	gitagovinda:1
prasAdi	vidyut:10	shatakatrayam:2,ramayana-ayodhyakanda:2,mahabharata-udyogaparva:2
pratF	vidyut:4	rigveda:2,mahabharata-virataparva:1,ramayana-aranyakanda:1
pratI	dcs:67	vedartha-samgraha_ramanuja:10,mahabharata-udyogaparva:7,ramayana-ayodhyakanda:6
pratiDA	dcs:15,vidyut:6,marker:1	rigveda:13,atharvaveda:7,ait-up:1
pratiSF	vidyut:3	atharvaveda:2,rigveda:1
pratidADA	vidyut:1	rigveda:1
pratii	vidyut:9	rigveda:5,mahabharata-udyogaparva:2,mahabharata-dronaparva:1
pratilomay	dcs:1	kama-sutra:1
pratisaMDI	vidyut:1	nyaya-bhashya:1
prativedi	vidyut:2	atharvaveda:1,ramayana-ayodhyakanda:1
pratizWA	dcs:405,vidyut:1	atharvaveda:47,br-up:42,ch-up:23
pratiziD	dcs:70,vidyut:4	nyaya-bhashya:31,vedartha-samgraha_ramanuja:7,mahabharata-adiparva:7
pratizkamB	dcs:1	rigveda:1
pratrAsi	vidyut:5	atharvaveda:5
pratyADA	vidyut:1	br-up:1
pratyAyi	vidyut:2	raghuvamsha:1,shukasaptati:1
pratyavaIkzi	vidyut:1	mahabharata-adiparva:1
pratyavekz	dcs:4	mahabharata-virataparva:1,mahabharata-dronaparva:1,ramayana-ayodhyakanda:1
pratyudi	dcs:9	mahabharata-dronaparva:4,mahabharata-bhishmaparva:2,mahabharata-aranyakaparva:1
pratyutTA	dcs:12,vidyut:2	mahabharata-aranyakaparva:3,manavadharmashastra:2,mahabharata-adiparva:2
pravAsi	vidyut:6	manavadharmashastra:3,ramayana-ayodhyakanda:2,mahabharata-aranyakaparva:1
pravarti	vidyut:24	mahabharata-aranyakaparva:5,mahabharata-ashvamedhikaparva:3,nyaya-bhashya:3
pravrAji	vidyut:3	raghuvamsha:1,mahabharata-dronaparva:1,ramayana-ayodhyakanda:1
prayoji	vidyut:7	mahabharata-svargarohanikaparva:2,mahabharata-karnaparva:1,nyaya-bhashya:1
pre	dcs:193	manavadharmashastra:38,rigveda:35,atharvaveda:19
preNK	dcs:3	shatakatrayam:1,shatakatrayam-serebryakov:1,amaru-shataka:1
prekz	dcs:223	ramayana-ayodhyakanda:29,mahabharata-dronaparva:29,mahabharata-shalyaparva:21
preps	dcs:6	atharvaveda:5,gitarthasamgraha-abhinavagupta:1
prer	dcs:3	rigveda:1,atharvaveda:1,mahabharata-dronaparva:1
preray	dcs:20	rigveda:4,mahabharata-dronaparva:3,nyaya-bhashya:3
prez	dcs:33	manavadharmashastra:6,mahabharata-aranyakaparva:5,rigveda:4
prezi	vidyut:3	ch-up:2,mahabharata-dronaparva:1
priyAy	dcs:3	atharvaveda:2,rigveda:1
prodi	dcs:4	shatakatrayam:2,shatakatrayam-serebryakov:2
prokz	dcs:6	mahabharata-udyogaparva:2,atharvaveda:1,mahabharata-sabhaparva:1
pru	vidyut:2,dcs:1	rigveda:2,mahabharata-adiparva:1
pruT	dcs:6	rigveda:6
pruz	dcs:8	rigveda:5,manavadharmashastra:2,atharvaveda:1
pruzAy	dcs:8	rigveda:8
psA	vidyut:3,dcs:1	atharvaveda:4
pulakay	dcs:2	gitagovinda:1,amaru-shataka:1
pupukz	dcs:1	mahabharata-virataparva:1
pur	dcs:65,vidyut:7	rigveda:38,atharvaveda:6,ramayana-balakanda:5
putrIy	dcs:1	rigveda:1
putriy	dcs:1	atharvaveda:1
puz	dcs:146,vidyut:1	rigveda:54,atharvaveda:23,raghuvamsha:5
puzp	vidyut:1	manavadharmashastra:1
pyA	dcs:110	rigveda:86,atharvaveda:12,kau-up:4
pyAyay	dcs:13	mahabharata-aranyakaparva:4,atharvaveda:3,mahabharata-karnaparva:1
qI	dcs:4	shukasaptati:4
qambay	dcs:4	shukasaptati:3,raghuvamsha:1
rA	dcs:154	rigveda:137,atharvaveda:15,mahabharata-mausalaparva:1
rAD	dcs:49,vidyut:16	atharvaveda:13,rigveda:12,mahabharata-aranyakaparva:9
rADay	dcs:48	mahabharata-aranyakaparva:8,mahabharata-adiparva:7,shatakatrayam:5
rAR	dcs:47,vidyut:10	atharvaveda:24,br-up:9,ch-up:5
rARi	vidyut:10	rigveda:7,atharvaveda:2,mahabharata-udyogaparva:1
rAj	dcs:389,vidyut:17	rigveda:84,atharvaveda:67,mahabharata-dronaparva:42
rAjay	dcs:3	ramayana-ayodhyakanda:2,mahabharata-dronaparva:1
rAji	vidyut:6,dcs:6	ramayana-aranyakanda:3,rigveda:2,nyaya-bhashya:2
rAmay	dcs:3	rigveda:3
rAraj	dcs:1	rigveda:1
rArap	dcs:1	rigveda:1
rAraw	vidyut:1	shukasaptati:1
rAvay	dcs:1	manavadharmashastra:1
rUpay	dcs:17	ramayana-aranyakanda:8,gitarthasamgraha-abhinavagupta:3,kama-sutra:2
raB	dcs:315,vidyut:25,marker:2	mahabharata-dronaparva:46,atharvaveda:42,rigveda:30
raD	dcs:14,vidyut:2	rigveda:15,atharvaveda:1
raMh	dcs:5,vidyut:4	rigveda:9
raMhay	dcs:4	rigveda:4
raR	dcs:11,vidyut:1	rigveda:8,shatakatrayam-serebryakov:2,gitagovinda:2
raRay	dcs:7	rigveda:7
raTary	dcs:4	rigveda:4
raTirAy	dcs:2	rigveda:2
raYj	dcs:119,vidyut:17	ramayana-ayodhyakanda:19,kama-sutra:14,ramayana-aranyakanda:10
raYjay	dcs:35	kama-sutra:14,gitagovinda:4,ramayana-ayodhyakanda:3
racay	dcs:30	gitagovinda:10,amaru-shataka:4,kama-sutra:3
rad	dcs:33,vidyut:6	rigveda:26,atharvaveda:9,isha-up:2
rah	dcs:6	ramayana-aranyakanda:3,mahabharata-aranyakaparva:2,mahabharata-sabhaparva:1
rajay	dcs:2	atharvaveda:2
rakz	dcs:592,vidyut:72	rigveda:102,mahabharata-dronaparva:92,atharvaveda:63
rakzay	dcs:2	kama-sutra:1,hatha-yoga-pradipika:1
ram	dcs:524,vidyut:16,marker:1	ramayana-ayodhyakanda:57,mahabharata-aranyakaparva:53,mahabharata-adiparva:33
ramApay	dcs:5	manavadharmashastra:5
ramay	dcs:19	gitagovinda:6,rigveda:2,megha-duta:2
ran	dcs:41	rigveda:34,atharvaveda:5,amaru-shataka:1
ranDay	dcs:33	rigveda:23,atharvaveda:10
ranDi	vidyut:2,dcs:1	rigveda:3
ranDray	dcs:1	ramayana-ayodhyakanda:1
rap	dcs:4	rigveda:3,atharvaveda:1
rapS	dcs:4	rigveda:4
ras	dcs:112,vidyut:6	mahabharata-karnaparva:15,mahabharata-dronaparva:14,vedartha-samgraha_ramanuja:11
rasay	dcs:7	br-up:4,pr-up:1,nyaya-bhashya:1
recay	dcs:24	hatha-yoga-pradipika:19,yotat-up:4,devi-gita:1
rej	dcs:31	rigveda:27,atharvaveda:3,buddhacharita:1
rejay	dcs:5	rigveda:5
rerih	dcs:8	rigveda:7,atharvaveda:1
rezay	dcs:234	mahabharata-dronaparva:46,mahabharata-bhishmaparva:28,mahabharata-adiparva:21
ri	dcs:113,vidyut:11	rigveda:38,mahabharata-aranyakaparva:12,ramayana-sundarakanda:11
riB	dcs:14	rigveda:14
riP	vidyut:5,dcs:2	rigveda:5,atharvaveda:2
riS	dcs:1,vidyut:1	rigveda:2
ric	dcs:113,vidyut:7	rigveda:38,gitarthasamgraha-abhinavagupta:11,nyaya-bhashya:9
rih	dcs:21,vidyut:2	rigveda:21,atharvaveda:2
rip	dcs:8	rigveda:7,atharvaveda:1
rirakz	dcs:51	mahabharata-adiparva:14,mahabharata-aranyakaparva:10,mahabharata-dronaparva:6
ririkz	dcs:1	rigveda:1
riz	dcs:86,vidyut:4	rigveda:54,atharvaveda:14,ch-up:10
rizaRy	dcs:4	rigveda:4
roDay	dcs:4	hatha-yoga-pradipika:1,mahabharata-udyogaparva:1,mahabharata-sauptikaparva:1
roDi	vidyut:2	raghuvamsha:1,mahabharata-udyogaparva:1
rocay	dcs:87	rigveda:17,ramayana-ayodhyakanda:10,mahabharata-shalyaparva:9
roci	vidyut:4	atharvaveda:2,rigveda:2
roday	dcs:7	ch-up:2,br-up:2,rigveda:1
rodi	vidyut:1	rigveda:1
rohay	dcs:18	atharvaveda:10,rigveda:5,mahabharata-bhishmaparva:1
romAYc	dcs:1	gitagovinda:1
ropay	dcs:123	mahabharata-aranyakaparva:13,ramayana-ayodhyakanda:13,mahabharata-udyogaparva:10
rorUy	dcs:3	mahabharata-adiparva:1,mahabharata-shalyaparva:1,mahabharata-striparva:1
roro	dcs:26	rigveda:22,atharvaveda:2,mahabharata-virataparva:1
roruc	dcs:1	rigveda:1
rozay	dcs:9	mahabharata-dronaparva:4,ramayana-ayodhyakanda:1,ramayana-balakanda:1
ru	dcs:24,vidyut:8,marker:1	rigveda:9,buddhacharita:5,mahabharata-aranyakaparva:3
ruD	dcs:288,vidyut:28	atharvaveda:27,rigveda:23,mahabharata-udyogaparva:20
ruc	dcs:280,vidyut:11,marker:1	rigveda:92,mahabharata-dronaparva:20,mahabharata-udyogaparva:19
rud	dcs:255,vidyut:5	ramayana-ayodhyakanda:52,mahabharata-aranyakaparva:32,mahabharata-adiparva:18
ruh	dcs:505,vidyut:18,marker:11	atharvaveda:102,rigveda:52,ramayana-ayodhyakanda:46
ruj	dcs:92,vidyut:7	rigveda:41,atharvaveda:15,mahabharata-dronaparva:12
rup	dcs:14,vidyut:5	atharvaveda:9,rigveda:6,bhagavadgita-prabhupada:2
rurukz	dcs:2	buddhacharita:1,rigveda:1
ruz	dcs:56,vidyut:2	mahabharata-adiparva:9,mahabharata-aranyakaparva:7,amaru-shataka:5
sA	dcs:141	rigveda:14,mahabharata-sabhaparva:14,mahabharata-udyogaparva:9
sAD	dcs:40	rigveda:40
sADay	dcs:210	nyaya-bhashya:38,kama-sutra:21,mahabharata-aranyakaparva:19
sAday	dcs:807	mahabharata-aranyakaparva:155,mahabharata-dronaparva:86,mahabharata-karnaparva:55
sAhay	dcs:10	mahabharata-udyogaparva:2,ramayana-ayodhyakanda:2,kama-sutra:2
sAhi	vidyut:1	rigveda:1
sAmi	vidyut:1	rigveda:1
sAntvay	dcs:87	mahabharata-aranyakaparva:28,ramayana-ayodhyakanda:13,mahabharata-adiparva:9
sAray	dcs:40	mahabharata-aranyakaparva:4,kama-sutra:4,ramayana-sundarakanda:3
sAsah	vidyut:2	rigveda:2
sAyay	dcs:1	raghuvamsha:1
sIkz	dcs:3	rigveda:3
sIv	dcs:14	rigveda:4,mahabharata-dronaparva:3,mahabharata-karnaparva:2
sIvay	dcs:1	atharvaveda:1
sKal	dcs:17,vidyut:1	amaru-shataka:4,mahabharata-aranyakaparva:2,buddhacharita:2
sPAray	dcs:39	mahabharata-dronaparva:16,mahabharata-bhishmaparva:8,mahabharata-karnaparva:5
sPUrj	dcs:10,vidyut:1	mahabharata-dronaparva:2,mahabharata-virataparva:2,mahabharata-shalyaparva:2
sPUrjay	dcs:2	rigveda:1,atharvaveda:1
sPewi	vidyut:1	shukasaptati:1
sPoway	dcs:14	mahabharata-dronaparva:4,ramayana-sundarakanda:3,mahabharata-bhishmaparva:2
sPur	dcs:81,vidyut:7	shatakatrayam:11,rigveda:10,ramayana-aranyakanda:8
sPuw	dcs:9,vidyut:1	gitagovinda:3,atma-up:2,mahabharata-karnaparva:1
sPuway	dcs:3	gitarthasamgraha-abhinavagupta:3
sTA	dcs:3929,vidyut:72,marker:10	mahabharata-aranyakaparva:377,mahabharata-dronaparva:291,rigveda:257
sTApay	dcs:220,marker:1	mahabharata-aranyakaparva:21,ramayana-ayodhyakanda:19,mahabharata-adiparva:16
sTagay	dcs:2	amaru-shataka:2
sU	dcs:250,vidyut:18	rigveda:98,atharvaveda:47,mahabharata-adiparva:15
sUcay	dcs:19	gitarthasamgraha-abhinavagupta:5,mahabharata-aranyakaparva:3,amaru-shataka:2
sUd	dcs:13	rigveda:11,atharvaveda:2
sUday	dcs:34	rigveda:9,mahabharata-ashvamedhikaparva:6,ramayana-sundarakanda:5
saBAgay	dcs:1	atharvaveda:1
saBAjay	dcs:6	mahabharata-adiparva:2,mahabharata-udyogaparva:1,ramayana-aranyakanda:1
saG	dcs:1	rigveda:1
saKIy	dcs:6	rigveda:6
