form_slp1	primary_lemma	primary_pos	primary_n	alt_lemma	alt_pos	alt_n
aBisanti	aByas	noun	3	aByas	verb	1
aBitarjita	aBitarj	noun	2	aBitarji	noun	2
aBivAd	aBivAdi	noun	14	aBivA	noun	9
aBivAd	aBivAdi	noun	14	aBivad	noun	7
aBivAdanIya	aBivAdi	noun	4	aBivad	noun	2
aBivAdayAmAsa	aBivAdi	verb	16	aBivad	verb	3
aBivAdayamAna	aBivAdi	noun	8	aBivad	noun	4
aBivAdayamAnam	aBivAdi	noun	12	aBivad	noun	6
aBivAdayatAm	aBivAdi	verb	4	aBivAdi	noun	4
aBivAdayatAm	aBivAdi	verb	4	aBivad	noun	2
aBivAdayatAm	aBivAdi	verb	4	aBivad	verb	2
aBivAdita	aBivAdi	noun	4	aBivad	noun	2
aBivAdyas	aBivad	noun	3	aBivAdi	noun	2
aBivAvaSe	aBivAvaSya	noun	60	aBivAvaS	noun	39
aBivIkzyamARa	aBiviIkz	noun	2	aBiviIkzi	noun	2
aBivadate	aBivad	noun	4	aBivad	verb	2
aBivart	aBivarDi	noun	7	aBivarti	noun	7
aBivarziRIm	aBivfz	noun	1	aBivarzi	noun	1
aBivfta	aBivf	noun	2	aBivft	noun	2
aBivfzya	aBivfz	noun	2	aBivfz	ind	1
aBivirAjita	aBivirAj	noun	2	aBivirAji	noun	2
aBivyAharatAm	aBivyAhf	verb	3	aBivyAhf	noun	2
aBiyA	aBiyA	noun	22	aBiyAvi	noun	6
aBiyAcati	aBiyAc	noun	4	aBiyAc	verb	2
aBiyAta	aBiyA	noun	2	aBiyA	verb	1
aBiyajati	aBiyaj	noun	2	aBiyaj	verb	1
aBizekzyate	aBizic	noun	2	aBizic	verb	2
aBizyad	aBizyat	noun	7	aBizo	noun	3
aBizyad	aBizyat	noun	7	aBizyand	noun	3
aByAgAma	aByAgam	noun	2	aBye	verb	1
aByAhatas	aByAhan	noun	1	aByAhan	verb	1
aByAsin	aByAsi	noun	4	aByAs	noun	2
aByAsin	aByAsi	noun	4	aByas	noun	2
aByAyatI	aByAyam	noun	6	aBye	noun	4
aByaBAvi	aBiBAvi	verb	2	aBiBU	verb	1
aByaBAvi	aBiBAvi	verb	2	aByas	verb	1
aByarcanIya	aByarc	noun	4	aByarci	noun	4
aByarzA	aByarzi	noun	7	aByfz	noun	3
aByarza	aByarzi	noun	8	aByfz	noun	6
aByavapad	aByavapat	noun	7	aByavapad	noun	7
aByavapad	aByavapat	noun	7	aBivap	verb	1
aByuccaranti	aByuccar	noun	4	aByuccar	verb	1
aByujjIvati	aByujjIv	noun	2	aByujjIv	verb	1
aByupagacCatAm	aByupagam	noun	2	aByupagam	verb	1
aByupagamyam	aByupagAmi	noun	6	aByupagam	noun	3
aDiDatTa	aDiDA	verb	1	aDidADA	verb	1
aDicaNkramA	aDicaMkramya	noun	11	aDicaMkram	noun	8
aDijajYe	aDijan	verb	4	aDijYA	verb	2
aDirUQe	aDirUQA	noun	14	aDirUQi	noun	2
aDirUQe	aDirUQA	noun	14	aDiruh	noun	13
aDiskanda	aDiskand	noun	8	aDiskandi	noun	8
aDiskanda	aDiskand	noun	8	aDiskand	verb	1
aDvagA	aDvagA	noun	3	aDvaga	noun	2
aDvaryos	aDvaryu	noun	8	aDvan	noun	2
aDyasyate	aDyas	noun	2	aDyas	verb	2
aDyezyamARa	aDii	noun	8	aDyezi	noun	2
aKarvam	aKarva	noun	3	Karv	verb	1
aKyatam	KyA	verb	1	cakz	verb	1
aMhati	aMhatI	noun	5	aMhati	noun	3
aMhati	aMhatI	noun	5	aMh	verb	1
aMhati	aMhatI	noun	5	aMh	noun	2
aNgin	aNgi	noun	6	aNg	noun	2
aNguri	aNgurI	noun	5	aNguri	noun	3
aNgya	aNgi	noun	6	aYj	noun	4
aNgya	aNgi	noun	6	aNg	noun	2
aNkta	aYc	noun	6	aYj	verb	1
aPalAm	aPalA	noun	2	aPala	noun	2
aSAsyam	aSAsya	noun	3	SE	verb	1
aSAsyam	aSAsya	noun	3	So	verb	1
aSAt	aS	noun	8	SAs	verb	2
aSAt	aS	noun	8	So	verb	1
aSaninAm	aSanin	noun	2	aSanI	noun	1
aSezata	aSezatA	noun	3	Si	verb	2
aSezata	aSezatA	noun	3	Siz	verb	2
aSizyanta	Siz	verb	3	SAs	verb	1
aSloRas	SloR	verb	1	aSloRa	noun	1
aSrAta	SrA	verb	2	aSrAta	noun	2
aSrAtam	aSrAta	noun	3	SrA	verb	2
aSrameRa	aSrama	noun	2	aSrameRa	ind	1
aSrute	aSruta	noun	18	aSrutA	noun	14
aSrute	aSruta	noun	18	aSruti	noun	2
aSvArohAn	aSvAroha	noun	1	aSvArohA	noun	1
aSvAroha	aSvArohA	noun	3	aSvAroha	noun	2
aSvadA	aSvadA	noun	2	aSvada	noun	1
aSvada	aSvada	noun	2	aSvadA	noun	1
aSvahfdaya	aSvahfdayA	noun	3	aSvahfdaya	noun	2
aSvika	aSvikA	noun	3	aSvika	noun	2
aTarvANgirasA	aTarvANgiras	noun	3	aTarvANgirasa	noun	3
aYcitAByAm	aYci	noun	36	aYc	noun	27
aYjalika	aYjalikA	noun	3	aYjalika	noun	2
aYjayantIm	aYji	noun	2	aYj	noun	1
abudDipUrvam	abudDipUrva	noun	3	abudDipUrvam	ind	1
acA	aYc	noun	15	ac	noun	4
acalas	cal	verb	3	acala	noun	2
acetam	ac	verb	1	cit	verb	1
acetas	acetas	noun	5	cit	verb	1
acikIrzat	cikIrza	verb	2	cikarIza	verb	1
aciket	kit	verb	2	ki	verb	1
acitre	acitra	noun	18	ac	noun	2
adAri	dAri	verb	4	dF	verb	2
adAri	dAri	verb	4	df	verb	2
adButopama	adButopamA	noun	3	adButopama	noun	2
adabDAsu	adabDAsu	noun	3	adabDa	noun	1
adattA	adattA	noun	3	adatta	noun	2
adevam	adeva	noun	6	div	verb	2
aditsanta	ditsi	verb	4	ditsa	verb	2
aditsat	aditsat	noun	7	ditsi	verb	4
aditsat	aditsat	noun	7	ditsa	verb	3
adravas	dru	verb	1	adrava	noun	1
advezas	adveza	noun	1	advezas	ind	1
adyApi	dyApi	verb	1	adyApi	ind	1
ag	aYc	noun	9	ak	noun	7
ag	aYc	noun	9	ag	noun	7
ag	aYc	noun	9	ac	noun	7
ag	aYc	noun	9	aj	noun	7
ag	aYc	noun	9	Aki	noun	7
ag	aYc	noun	9	Agi	noun	7
ag	aYc	noun	9	aYj	noun	3
agadas	agada	noun	2	gad	verb	1
agastyA	agastI	noun	3	agasti	noun	1
agastyA	agastI	noun	3	agastya	noun	1
agatAsu	agatAsu	noun	3	agata	noun	2
agniSAlA	agniSAlA	noun	3	agniSAla	noun	1
agniSAla	agniSAlA	noun	3	agniSAla	noun	2
agniSiKAm	agniSiKa	noun	3	agniSiKA	noun	2
agnijA	agnijA	noun	3	agnija	noun	2
agnijihva	agnijihvA	noun	3	agnijihva	noun	2
agnijvAla	agnijvAlA	noun	3	agnijvAla	noun	2
agnitapas	agnitap	noun	12	agnitapas	noun	5
agrega	agrega	noun	2	agregA	noun	1
agru	agrU	noun	5	agru	noun	3
agu	agu	noun	6	ago	noun	3
aharzam	aharza	noun	3	hfz	verb	1
ahatAm	ahata	noun	2	han	verb	1
ahiMsra	ahiMsra	noun	4	ahiMsrA	noun	3
ahimAyAm	ahima	noun	1	ahimAya	noun	1
ahimAya	ahima	noun	2	ahimAya	noun	2
ajAnaye	ajAni	noun	2	jAni	verb	1
ajaka	ajakA	noun	3	ajaka	noun	2
ajanI	ajani	noun	6	aj	noun	1
ajapa	ajapA	noun	3	ajapa	noun	2
ajyamAna	aj	noun	2	aYj	noun	2
ak	aYc	noun	15	ak	noun	7
ak	aYc	noun	15	ag	noun	7
ak	aYc	noun	15	ac	noun	7
ak	aYc	noun	15	aj	noun	7
ak	aYc	noun	15	Aki	noun	7
ak	aYc	noun	15	Agi	noun	7
ak	aYc	noun	15	aYj	noun	3
akarizyat	akarizyat	noun	7	kF	verb	3
akarizyat	akarizyat	noun	7	kf	verb	2
akfzata	kf	verb	2	kfz	verb	2
akrAnta	akrAntA	noun	3	akrAnta	noun	2
akriyARAm	akriya	noun	3	akriyA	noun	2
akriyAyAm	akriyA	noun	2	akriya	noun	1
akruDyad	akruDyat	noun	7	kruD	verb	1
aktos	aktu	noun	4	aktA	noun	2
aktos	aktu	noun	4	aktos	ind	1
akzatAByAm	akzata	noun	36	akzatA	noun	6
akzati	akz	noun	2	akz	verb	1
akzavatI	akzavatI	noun	8	akzavat	noun	4
alpakAya	alpaka	noun	4	alpakAya	noun	2
amantryata	mantr	verb	1	mantri	verb	1
amatam	amata	noun	6	am	verb	1
ameDas	ameDas	noun	5	meD	verb	1
ameDas	ameDas	noun	5	miD	verb	1
amftarasa	amftarasA	noun	3	amftarasa	noun	2
amftasamBava	amftasamBavA	noun	3	amftasamBava	noun	2
amukta	amukta	noun	4	muc	verb	1
anAdizwa	nad	verb	2	anAdizwa	noun	2
anAdyanta	anAdyanta	noun	4	nAdi	verb	2
anAdyanta	anAdyanta	noun	4	nad	verb	1
anAga	anAgA	noun	3	anAga	noun	2
anAgas	anAgas	noun	5	anAga	noun	1
anAnata	anAnata	noun	4	nAnay	verb	1
anAnatam	anAnata	noun	6	nAnay	verb	1
anAsTa	anAsTA	noun	3	anAsTa	noun	2
anAtmavat	anAtmavat	noun	3	anAtmavat	ind	1
anUhya	anUhya	noun	2	anuvah	ind	1
anUne	anUnA	noun	14	anUna	noun	9
anaSva	anaSva	noun	4	anaSvan	noun	3
anapatrapa	anapatrapA	noun	3	anapatrapa	noun	2
anarva	anarvan	noun	3	anarva	noun	2
anarvaRAm	anarvan	noun	2	anarvaRa	noun	2
anasUya	anasUyA	noun	3	anasUya	noun	2
anda	and	noun	6	andi	noun	4
anda	and	noun	6	and	verb	1
anenas	anenas	noun	5	anena	noun	1
anicCa	anicCA	noun	3	anicCa	noun	2
animezam	animeza	noun	3	animezam	ind	1
anindye	anindya	noun	9	nind	verb	1
anindye	anindya	noun	9	nindi	verb	1
annapUrRA	annapUrRA	noun	3	annapUrRa	noun	1
anuBAvin	anuBU	noun	2	anuBAvi	noun	2
anujAta	anujAta	noun	4	anujAtA	noun	3
anupAdAya	anupAdi	noun	8	anupad	noun	2
anupaTam	anupaTa	noun	6	anupaTam	ind	1
anusaYcaranti	anusaMcar	noun	4	anusaMcar	verb	1
anusamAharat	anusamAhf	noun	3	anusamAhf	verb	1
anusamprAptA	anusaMpraAp	noun	3	anusaMpraAp	verb	2
anusanDAtA	anusaMDA	noun	2	anusaMDA	verb	2
anuveSya	anuviS	noun	2	anuveSi	noun	2
anuveSya	anuviS	noun	2	anuveSi	ind	1
anuviDAvati	anuviDAv	noun	2	anuviDAv	verb	1
anuyojya	anuyuj	noun	2	anuyoji	noun	2
anuyojya	anuyuj	noun	2	anuyoji	ind	1
anvAsAn	anvAsi	noun	6	anvas	noun	2
anvAyam	anvAi	noun	9	anvi	verb	1
anvAyam	anvAi	noun	9	anvAi	verb	1
anvavekzita	anvavaIkz	noun	2	anvavaIkzi	noun	2
anvaveta	anvavai	noun	2	anvavai	verb	1
anvezyati	anvi	noun	3	anvi	verb	1
apAcakAra	apaAkf	verb	2	apaAkF	verb	2
apAcya	apAcya	noun	2	apaaYc	ind	2
apAnaka	apaan	noun	8	apaAni	noun	8
apAtayam	pAti	verb	1	pata	verb	1
apAtayam	pAti	verb	1	pati	verb	1
apAvinak	apavic	verb	2	apavij	verb	2
apAyata	pE	verb	2	apaAyam	noun	2
apAyata	pE	verb	2	pA	verb	1
apAyata	pE	verb	2	apaay	verb	1
apAyata	pE	verb	2	apaAyam	verb	1
apAyin	apai	noun	2	apaay	noun	2
apAyin	apai	noun	2	apaAyi	noun	2
apUrayata	pUri	verb	4	pUr	verb	2
apaDamanti	apaDmA	noun	4	apaDmA	verb	1
apacArin	apacar	noun	2	apacAri	noun	2
apadasyanti	apadas	noun	4	apadas	verb	1
apadeSya	apadiS	noun	2	apadeSi	noun	2
apadeSya	apadiS	noun	2	apadeSi	ind	1
apadi	apad	noun	3	padi	verb	2
apadyanta	pad	verb	2	padi	verb	2
apahAraka	apahAri	noun	4	apahf	noun	2
apahArin	apahf	noun	2	apahAri	noun	2
apahAsyam	apahas	noun	3	apahAsi	noun	3
apakAri	apakAri	noun	9	apaskAri	noun	9
apakAri	apakAri	noun	9	apakf	noun	3
apakAri	apakAri	noun	9	apaskF	noun	3
apakArin	apakf	noun	2	apaskF	noun	2
apakArin	apakf	noun	2	apakAri	noun	2
apakArin	apakf	noun	2	apaskAri	noun	2
apamfzwa	apamfj	noun	2	apamfj	verb	1
apanud	apanud	noun	14	apanu	noun	7
aparADin	aparAD	noun	2	aparADi	noun	2
aparADita	aparADitA	noun	3	aparADi	noun	2
aparvan	aparvan	noun	4	parv	verb	1
apasTAtA	apasTA	verb	2	apasTA	noun	1
apasarati	apasf	noun	2	apasf	verb	1
apaseDanti	apasiD	noun	8	apasiD	verb	2
apasya	apasyA	noun	3	apasya	noun	2
apatrap	apatrap	noun	7	apatrApi	noun	7
apavyayate	apavye	noun	2	apavye	verb	1
apekzaka	apaIkz	noun	4	apaIkzi	noun	4
apfRan	pF	verb	1	pfR	verb	1
apivfYjanti	apivfj	noun	3	apivfj	verb	1
aprApte	aprApta	noun	9	aprApti	noun	2
aprajas	aprajas	noun	5	apraja	noun	1
apratizWa	apratizWa	noun	4	apratizWA	noun	3
apriyARAm	apriya	noun	6	apriyA	noun	2
apsAm	apsA	noun	4	psA	verb	1
apyUhe	apyUh	noun	51	apyUhi	noun	39
apyUhe	apyUh	noun	51	apivah	verb	4
apyUhe	apyUh	noun	51	apivah	noun	3
apyUhe	apyUh	noun	51	apyUh	verb	1
arAjan	arAjan	noun	2	rAj	verb	1
arDin	fD	noun	4	arDi	noun	4
araNkfti	araMkft	noun	3	araMkfti	noun	3
araTi	araTI	noun	5	araTin	noun	3
aranDayas	ranDi	verb	2	ranD	verb	1
arapas	arapas	noun	5	rap	verb	1
arapas	arapas	noun	5	arapa	noun	1
araqa	araqA	noun	3	araqa	noun	2
arcatas	arcat	noun	12	arc	verb	2
arcatas	arcat	noun	12	arc	noun	10
arcayantas	arci	noun	6	arc	noun	2
arcin	arci	noun	6	arc	noun	4
arcin	arci	noun	6	fc	noun	2
arcyantAm	arci	verb	3	arc	verb	2
ard	ard	noun	14	ardi	noun	14
ard	ard	noun	14	arDi	noun	14
ard	ard	noun	14	arTi	noun	14
ard	ard	noun	14	ftIyi	noun	7
ardayatAm	ardi	noun	4	ardi	verb	4
ardayatAm	ardi	noun	4	ard	noun	2
ardayatAm	ardi	noun	4	ard	verb	2
ardyamAna	ard	noun	4	ardi	noun	4
arepas	arepas	noun	5	arepa	noun	1
arihA	ariha	noun	1	arihan	noun	1
arihan	arihan	noun	2	rih	verb	1
arizwAByAm	arizwa	noun	27	arizwA	noun	6
artA	ftIyi	noun	5	f	noun	4
artA	ftIyi	noun	5	f	verb	4
artA	ftIyi	noun	5	ftIya	noun	2
artizye	ftIya	verb	1	ftIyi	verb	1
aruRI	aruRI	noun	8	aruRi	noun	6
aruRI	aruRI	noun	8	aru	noun	3
arvatI	arvatI	noun	8	arvat	noun	4
arzAd	fz	noun	4	arzi	noun	4
arzaRI	arzaRI	noun	8	arzaRin	noun	1
arzaRI	arzaRI	noun	8	fz	noun	1
arzaRI	arzaRI	noun	8	arzi	noun	1
asAd	as	noun	8	so	verb	1
asahyam	asahya	noun	3	sah	verb	1
asaktam	asakta	noun	3	asaktam	ind	1
asamagram	asamagra	noun	3	asamagram	ind	1
asambADAn	asaMbADa	noun	2	asaMbADA	noun	1
asambADa	asaMbADa	noun	4	asaMbADA	noun	3
asinva	asinva	noun	2	si	verb	1
asizAsan	sizAsi	verb	2	sizAsa	verb	2
asizAsan	sizAsi	verb	2	sisanizi	verb	2
asizAsan	sizAsi	verb	2	sisaniza	verb	2
asozwa	sU	verb	2	su	verb	1
aspfha	aspfhA	noun	3	aspfha	noun	2
aspfzwe	aspfzwa	noun	9	aspfzwi	noun	2
asuta	asuta	noun	2	su	verb	1
asutfpA	asutfp	noun	3	asutfpa	noun	1
asvapat	asvapat	noun	7	svap	verb	1
asyat	as	noun	3	so	verb	1
asyata	as	verb	1	so	verb	1
atadarham	atadarha	noun	3	atadarham	ind	1
atamas	atamas	noun	5	tam	verb	1
atana	atana	noun	4	at	noun	2
atasas	atasa	noun	2	tas	verb	1
atejas	atejas	noun	10	tej	verb	1
atfpam	atfpa	noun	3	tfp	verb	2
atiBA	atiBA	noun	22	atiBAvi	noun	12
atiDAvata	atisf	verb	1	atiDAv	verb	1
atiTinI	atiTin	noun	8	atiTi	noun	3
atibale	atibala	noun	18	atibalA	noun	14
atibruvanti	atibrU	noun	3	atibrU	verb	1
aticCandas	aticCandas	noun	15	aticCanda	noun	1
atidIvya	atidiv	ind	1	atidiv	verb	1
atigacCati	atigam	noun	2	atigam	verb	1
atihitam	atihi	noun	5	atiDA	noun	3
atijIva	atijIv	noun	8	atijIvi	noun	8
atijIva	atijIv	noun	8	atijIv	verb	1
atijana	atijan	noun	8	atijAni	noun	8
atikAlya	atikAli	noun	4	atikAli	ind	2
atikopa	atikopi	noun	8	atikup	noun	6
atikopana	atikup	noun	2	atikopi	noun	2
atimAnin	atiman	noun	2	atimAni	noun	2
atimAnitA	atimAnitA	noun	3	atimAni	verb	2
atimAnitA	atimAnitA	noun	3	atimAni	noun	1
atimAnya	atiman	noun	2	atimAni	noun	2
atimAnya	atiman	noun	2	atimAni	ind	1
atipAtin	atipat	noun	2	atipAti	noun	2
atipaSya	atidfS	noun	2	atidfS	verb	1
atipaSyati	atidfS	noun	2	atidfS	verb	1
atipat	atipad	noun	7	atipat	noun	7
atirAga	atirAj	noun	4	atirAji	noun	2
atirucira	atirucirA	noun	3	atirucira	noun	2
atisanDAya	atisaMDA	noun	8	atisaMDA	ind	1
atisfjya	atisfj	noun	4	atisfj	ind	2
atitAryA	atitF	noun	1	atitAri	noun	1
atitIvra	atitIvrA	noun	3	atitIvra	noun	2
atitarARi	atitF	noun	12	atitF	verb	1
atitfzRA	atitfzRA	noun	3	atitfzRa	noun	1
atitvarayA	atitvAri	noun	4	atitvar	noun	3
atitvareRa	atitvAri	noun	8	atitvar	noun	6
ativAdin	ativad	noun	2	ativAdi	noun	2
ativarte	ativarti	noun	43	ativft	noun	27
ativarte	ativarti	noun	43	ativft	verb	1
ativiza	ativizA	noun	3	ativiza	noun	2
atiyaSas	atiyaSas	noun	5	atiyaSa	noun	1
atizWAya	atizWA	noun	9	atizWA	ind	1
atrApi	trApi	verb	2	trap	verb	1
atrI	atri	noun	6	atrin	noun	1
atvarA	atvarA	noun	3	atvara	noun	1
atyAsAdya	atyAsad	noun	4	atyAsAdi	noun	4
atyAsAdya	atyAsad	noun	4	atyAsAdi	ind	2
avAca	avaAci	noun	8	avaAcapi	noun	8
avAdya	avaad	noun	2	avaAdi	noun	2
avAdya	avaad	noun	2	avaAdi	ind	1
avAp	avaAp	noun	7	avaApi	noun	7
avAsAm	avaas	noun	7	avaAsi	noun	7
avAsAm	avaas	noun	7	avaso	verb	1
avAsyA	avaas	noun	1	avaAsi	noun	1
avIvfDaDvam	varDi	verb	2	vfD	verb	1
avIvftan	varti	verb	3	vft	verb	1
avaDit	avaDitsi	noun	7	avaDitsa	noun	7
avaDyAnAm	avaDya	noun	3	avaDyAna	noun	1
avaDyam	avaDya	noun	3	avaDA	noun	2
avaSas	avaSas	noun	12	avaSa	noun	1
avaboDaka	avabuD	noun	12	avaboDi	noun	12
avaca	avaci	noun	8	avacapi	noun	8
avacam	avaci	noun	5	avacapi	noun	5
avacam	avaci	noun	5	vac	verb	2
avagamyam	avagAmi	noun	6	avagam	noun	3
avagfhRatAm	avagrah	noun	2	avagrah	verb	1
avahArya	avahf	noun	2	avahAri	noun	2
avahArya	avahf	noun	2	avahAri	ind	1
avahAsya	avahA	noun	4	avahas	noun	2
avahAsya	avahA	noun	4	avahAsi	noun	2
avahAsya	avahA	noun	4	avahAsi	ind	1
avahas	avahas	noun	7	vah	verb	1
avahas	avahas	noun	7	avahA	noun	1
avahata	vah	verb	2	avahan	noun	2
avahata	vah	verb	2	avahan	verb	1
avakIlana	avakIl	noun	2	avakIli	noun	2
avakzAma	avakzAma	noun	2	vakz	verb	1
avakzodana	avakzud	noun	2	avakzodi	noun	2
avalambin	avalamb	noun	2	avalambi	noun	2
avalok	avaloc	noun	7	avalok	noun	7
avalok	avaloc	noun	7	avaloki	noun	7
avalok	avaloc	noun	7	avaloci	noun	7
avalokaka	avalok	noun	4	avaloki	noun	4
avalokin	avalok	noun	2	avaloki	noun	2
avamAnin	avamAni	noun	6	avaman	noun	4
avamAnin	avamAni	noun	6	avamAn	noun	2
avamAnya	avamAni	noun	6	avaman	noun	4
avamAnya	avamAni	noun	6	avamAn	noun	4
avamAnya	avamAni	noun	6	avamAni	ind	4
avamAnya	avamAni	noun	6	avamAn	ind	2
avamardin	avamfd	noun	2	avamardi	noun	2
avamata	avaman	noun	4	vam	verb	1
avamehanti	avamih	noun	4	avamih	verb	1
avarti	vft	verb	3	varti	verb	3
avarti	vft	verb	3	avarti	noun	3
avarti	vft	verb	3	avartin	noun	3
avasAdin	avasad	noun	4	avasAdi	noun	4
avasTa	avasTA	noun	5	avasTa	noun	2
avasyatam	vas	verb	1	avaso	verb	1
avat	avaday	noun	7	av	noun	3
avatan	avataMs	noun	7	avatAmi	noun	7
avatan	avataMs	noun	7	avataMsi	noun	7
avaya	avaI	noun	6	avayA	noun	2
avekzita	avaIkz	noun	2	avaIkzi	noun	2
avfzi	vf	verb	7	varzi	verb	3
aviDyetAm	viD	verb	1	vyaD	verb	1
aviGna	aviGna	noun	4	aviGnA	noun	3
avikriya	avikriyA	noun	3	avikriya	noun	2
avinItAnAm	avinIta	noun	3	avinItA	noun	2
avinIta	avinItA	noun	3	avinIta	noun	2
avisaMvAditA	avisaMvAditA	noun	3	avisaMvAdita	noun	1
avitaTam	avitaTa	noun	6	avitaTam	ind	1
avitaTena	avitaTa	noun	4	avitaTena	ind	1
avivenam	veni	verb	1	avivenam	ind	1
avyaTi	avyaTi	noun	6	avyaTin	noun	3
avyaTi	avyaTi	noun	6	vyATi	verb	1
avyavasTa	avyavasTA	noun	3	avyavasTa	noun	2
ayAta	ayAta	noun	2	yA	verb	1
ayoDya	ayoDyA	noun	3	ayoDya	noun	2
ayoDyayA	ayoDyA	noun	2	ayoDya	noun	1
ayojayatAm	yoji	verb	3	yuj	verb	1
ayos	a	noun	6	A	noun	6
ayos	a	noun	6	e	noun	4
ayos	a	noun	6	eman	noun	2
ayos	a	noun	6	oman	noun	2
azAQa	azAQa	noun	4	azAQA	noun	3
b	pay	noun	7	Bas	noun	3
b	pay	noun	7	BAsi	noun	3
bADyamAna	bADi	noun	6	bAD	noun	2
bARin	baR	noun	2	bARi	noun	2
bAhubale	bAhubala	noun	18	bAhubali	noun	2
bIjavat	bIjavat	noun	3	bIjavat	ind	1
baBrARa	Bf	noun	4	BraR	verb	2
baBri	baBri	noun	12	baBr	noun	9
baDvA	baDU	noun	2	baDva	noun	1
baRa	baR	noun	4	baR	verb	1
baRqA	baRqA	noun	3	baRqa	noun	1
bad	basti	noun	14	bad	noun	7
bahvapatya	bahvapatya	noun	4	bahvapatyA	noun	3
balada	baladA	noun	4	balada	noun	2
banDuvat	banDuvat	noun	3	banDuvat	ind	1
bfhadBAsa	bfhadBAsA	noun	3	bfhadBAsa	noun	2
bfhaddiva	bfhaddiva	noun	4	bfhaddivA	noun	3
bfhatPala	bfhatPala	noun	4	bfhatPalA	noun	3
bfhatkAya	bfhatka	noun	4	bfhatkAya	noun	2
bfhatsena	bfhatsenA	noun	3	bfhatsena	noun	2
biBid	biBitsa	noun	7	biBitsi	noun	7
brahmaRvatI	brahmaRvatI	noun	8	brahmaRvat	noun	4
brahmajAyAm	brahmaja	noun	2	brahmajAyA	noun	2
brahmakfte	brahmakfta	noun	9	brahmakft	noun	3
brahmakfte	brahmakfta	noun	9	brahmakfti	noun	2
brahmakfti	brahmakft	noun	3	brahmakfti	noun	3
brahmasuta	brahmasutA	noun	3	brahmasuta	noun	2
brahmavedI	brahmavedi	noun	6	brahmavedin	noun	1
brahmodya	brahmodya	noun	4	brahmodyA	noun	3
buButsu	buButsa	noun	6	buButsi	noun	3
budDikftam	budDikfta	noun	3	budDikft	noun	2
budDipUrvam	budDipUrva	noun	3	budDipUrvam	ind	1
cAcCA	cAcCA	noun	15	cAcCAya	noun	9
cAdAd	cAdi	noun	4	cad	noun	2
cAham	cAhi	noun	8	cah	noun	3
cAmI	cam	noun	6	cAmi	noun	4
cAnyAn	can	noun	6	cAni	noun	2
cAnyAni	can	noun	9	cAni	noun	3
cAnye	can	noun	27	cAni	noun	9
cAnye	can	noun	27	can	verb	1
cAnye	can	noun	27	cAni	verb	1
cAnyena	can	noun	6	cAni	noun	2
cAruhAsini	cAruhAsinI	noun	5	cAruhAsin	noun	4
cArulocanA	cArulocanA	noun	3	cArulocana	noun	2
cArulocana	cArulocana	noun	4	cArulocanA	noun	3
cArulocane	cArulocana	noun	18	cArulocanA	noun	14
cArunetre	cArunetra	noun	18	cArunetrA	noun	14
cAyA	cAy	noun	6	cAyi	noun	6
cAyA	cAy	noun	6	ci	noun	3
cAyA	cAy	noun	6	cApi	noun	2
cAyA	cAy	noun	6	cay	noun	1
cAyam	cAyi	noun	18	ci	noun	9
cAyam	cAyi	noun	18	cAy	noun	9
cAyam	cAyi	noun	18	cApi	noun	6
cAyam	cAyi	noun	18	cay	noun	3
cUla	cUlA	noun	3	cUla	noun	2
caNkramyamARa	caMkramya	noun	6	caMkram	noun	2
caRqAlA	caRqAlA	noun	3	caRqAla	noun	1
cak	cak	noun	14	cakki	noun	14
cak	cak	noun	14	cAki	noun	7
cak	cak	noun	14	caYc	noun	3
cakAsa	cakAs	noun	6	cakAsi	noun	4
cakAsa	cakAs	noun	6	kas	verb	2
cakitacakitam	cakitacakita	noun	3	cakitacakitam	ind	1
cakrANga	cakrANga	noun	4	cakrANgA	noun	3
cakrabanDam	cakrabanDa	noun	3	cakrabanDam	ind	1
cakravat	cakravat	noun	9	cakravat	ind	1
cakzARa	cakz	noun	4	kzE	noun	2
cakzARa	cakz	noun	4	kzaR	verb	2
cal	cal	noun	21	cAli	noun	7
canA	cAni	noun	5	can	noun	4
candraBa	candraBA	noun	3	candraBa	noun	2
candrodaye	candrodayA	noun	14	candrodaya	noun	9
capewA	capewA	noun	3	capewa	noun	1
car	car	noun	7	carv	noun	7
car	car	noun	7	carvi	noun	7
carmaRvatIm	carmaRvat	noun	2	carmaRvatI	noun	2
carmaRvati	carmaRvat	noun	6	carmaRvatI	noun	5
carmavat	carmavat	noun	6	carmavat	ind	1
caturantA	caturantA	noun	3	caturanta	noun	1
caturanta	caturantA	noun	3	caturanta	noun	2
cekit	cekit	noun	7	cekitya	noun	7
cekita	cekitya	noun	6	ceki	verb	1
cetam	ceti	noun	24	cit	noun	6
cicCid	cicCitsi	noun	7	cicCitsa	noun	7
cikIrzamARa	cikIrza	noun	8	cikarIza	noun	4
cikIrzeya	cikIrza	verb	2	cikarIza	verb	1
cikIrzu	cikIrza	noun	12	cikIrzi	noun	6
cikIrzu	cikIrza	noun	12	cikarIza	noun	6
cikIrzu	cikIrza	noun	12	cikarIzi	noun	3
cintayamAna	cint	noun	4	cinti	noun	4
cintayantIm	cint	noun	1	cinti	noun	1
cintyamAnasya	cint	noun	2	cinti	noun	2
cintyamAne	cint	noun	9	cinti	noun	9
cinvatAm	ci	noun	2	ci	verb	1
cirakAlAt	cirakAla	noun	2	cirakAlAt	ind	1
