lemma_slp1	source	registers
kiMSuka	dcs:33	mahabharata-shalyaparva:5,mahabharata-dronaparva:5,mahabharata-karnaparva:4
kiMca	dcs:25	br-up:5,shukasaptati:5,rigveda:2
kiMcid	vidyut:272	mahabharata-aranyakaparva:40,ramayana-ayodhyakanda:31,mahabharata-udyogaparva:29
kiMcidCeza	vidyut:5	mahabharata-bhishmaparva:2,mahabharata-karnaparva:2,mahabharata-shalyaparva:1
kiMcijjYa	vidyut:1	shatakatrayam-serebryakov:1
kiMcitprARa	vidyut:2	mahabharata-karnaparva:1,mahabharata-sauptikaparva:1
kiMdAna	vidyut:1	mahabharata-aranyakaparva:1
kiMgotra	dcs:1	ch-up:1
kiMjapya	vidyut:1	mahabharata-aranyakaparva:1
kiMjyotis	vidyut:5	br-up:5
kiMkarA	vidyut:13	mahabharata-sabhaparva:5,ramayana-balakanda:2,mahabharata-adiparva:2
kiMkarI	vidyut:1	mahabharata-virataparva:1
kiMkara	dcs:13,vidyut:1	ramayana-sundarakanda:10,raghuvamsha:1,mahabharata-sabhaparva:1
kiMnAman	dcs:2	mahabharata-adiparva:1,mahabharata-aranyakaparva:1
kiMnarI	dcs:9,vidyut:2	ramayana-ayodhyakanda:5,ramayana-balakanda:3,ramayana-aranyakanda:2
kiMnara	dcs:47,vidyut:2	mahabharata-aranyakaparva:10,ramayana-aranyakanda:6,ramayana-ayodhyakanda:5
kiMnimitta	vidyut:2	mahabharata-aranyakaparva:1,mahabharata-adiparva:1
kiMparAkrama	dcs:1	mahabharata-aranyakaparva:1
kiMtu	dcs:7	mahabharata-ashramavasikaparva:2,mahabharata-dronaparva:1,mahabharata-ashvamedhikaparva:1
kiMvA	dcs:1	mahabharata-bhishmaparva:1
kiMvIrya	vidyut:2,dcs:1	mahabharata-aranyakaparva:2,mahabharata-sabhaparva:1
kiMvadantI	vidyut:1	raghuvamsha:1
kiMvarRa	vidyut:1	mahabharata-ashvamedhikaparva:1
kiMyu	dcs:1	rigveda:1
kiNkiRI	dcs:9	ramayana-balakanda:2,ramayana-sundarakanda:1,raghuvamsha:1
kiNkiRIjAlamAlin	vidyut:2	mahabharata-adiparva:2
kiNkiRIka	dcs:2	ramayana-balakanda:1,buddhacharita:1
kiNkiRIkin	dcs:2	mahabharata-udyogaparva:2
kiNkiRIsAyaka	vidyut:1	mahabharata-virataparva:1
kiRa	dcs:3	ramayana-aranyakanda:1,raghuvamsha:1,gitagovinda:1
kiRajAta	vidyut:1	mahabharata-aranyakaparva:1
kiRva	dcs:1	manavadharmashastra:1
kiSorI	dcs:3	ramayana-sundarakanda:2,ramayana-ayodhyakanda:1
kiSora	dcs:3	ramayana-ayodhyakanda:2,atharvaveda:1
kiYjalka	dcs:2,marker:1	ramayana-aranyakanda:2,raghuvamsha:1
kikidIvi	dcs:2	rigveda:2
kikirA	dcs:2	rigveda:2
kil	vidyut:2	raghuvamsha:1,chaurapanchashika:1
kilAsa	dcs:7	atharvaveda:7
kila	dcs:91	mahabharata-udyogaparva:12,raghuvamsha:12,mahabharata-aranyakaparva:11
kilakilA	dcs:2	ramayana-sundarakanda:2
kilbiza	dcs:81,marker:4	manavadharmashastra:14,bhagavadgita-prabhupada:7,bhagavadgita-1909:5
kilbizaspft	vidyut:1	rigveda:1
kilbizin	vidyut:5,dcs:2	manavadharmashastra:3,mahabharata-adiparva:1,mahabharata-shalyaparva:1
kimAcAra	dcs:4,vidyut:4	gitarthasamgraha-abhinavagupta:2,mahabharata-aranyakaparva:1,bhagavadgity:1
kimAhAra	dcs:2	mahabharata-aranyakaparva:1,mahabharata-ashramavasikaparva:1
kimAtmaka	dcs:3	gitarthasamgraha-abhinavagupta:1,bhagavadgity:1,mahabharata-ashvamedhikaparva:1
kimIdin	dcs:20,vidyut:12	atharvaveda:27,rigveda:5
kimaBiDAna	vidyut:1	amaru-shataka:1
kimadyaka	vidyut:2	mahabharata-udyogaparva:2
kimarTa	vidyut:36	mahabharata-adiparva:10,mahabharata-aranyakaparva:7,mahabharata-udyogaparva:4
kimarTam	dcs:57	mahabharata-aranyakaparva:14,mahabharata-adiparva:11,mahabharata-shalyaparva:7
kimavasTa	vidyut:3	mahabharata-ashramavasikaparva:2,mahabharata-shalyaparva:1
kimbala	vidyut:1	mahabharata-udyogaparva:1
kimmaya	dcs:1	rigveda:1
kimpAka	dcs:2	mahabharata-udyogaparva:1,mahabharata-bhishmaparva:1
kimparAkrama	vidyut:1	mahabharata-sabhaparva:1
kimpuruza	dcs:14	mahabharata-aranyakaparva:5,ramayana-balakanda:2,mahabharata-adiparva:2
kimu	dcs:23	mahabharata-bhishmaparva:5,mahabharata-karnaparva:5,mahabharata-dronaparva:3
kinAwa	vidyut:1	br-up:1
kirAtI	vidyut:1	raghuvamsha:1
kirAta	dcs:38	mahabharata-aranyakaparva:9,mahabharata-dronaparva:7,mahabharata-udyogaparva:5
kirAtaka	dcs:1	ramayana-balakanda:1
kirIwa	dcs:14	mahabharata-karnaparva:4,mahabharata-dronaparva:3,mahabharata-aranyakaparva:3
kirIwaBft	dcs:2	mahabharata-ashvamedhikaparva:2
kirIwamAlin	dcs:9,vidyut:7	mahabharata-dronaparva:5,mahabharata-karnaparva:4,mahabharata-aranyakaparva:3
kirIwavat	dcs:1	mahabharata-striparva:1
kirIwin	dcs:198	mahabharata-dronaparva:42,mahabharata-karnaparva:26,mahabharata-bhishmaparva:24
kiraRa	dcs:13,marker:1	gitagovinda:5,rigveda:5,mahabharata-aranyakaparva:1
kirmIra	dcs:10	mahabharata-aranyakaparva:7,mahabharata-dronaparva:2,mahabharata-adiparva:1
kis	dcs:3	rigveda:2,mahabharata-karnaparva:1
kisalaya	dcs:4	megha-duta:2,ramayana-sundarakanda:1,ramayana-aranyakanda:1
kit	vidyut:17	rigveda:14,atharvaveda:3
kitava	dcs:51	mahabharata-sabhaparva:15,rigveda:8,mahabharata-dronaparva:6
kiyat	dcs:23	atharvaveda:6,rigveda:3,mahabharata-adiparva:2
kiyeDA	dcs:3	rigveda:3
kizkinDA	dcs:9	ramayana-sundarakanda:4,mahabharata-aranyakaparva:4,ramayana-balakanda:1
kizku	dcs:3	mahabharata-aranyakaparva:1,mahabharata-sauptikaparva:1,mahabharata-dronaparva:1
klAntamanas	vidyut:4	mahabharata-shantiparva:3,mahabharata-dronaparva:1
klAnti	dcs:3	shatakatrayam:2,shatakatrayam-serebryakov:1
klIba	dcs:24	manavadharmashastra:7,atharvaveda:4,mahabharata-udyogaparva:4
klIbarUpa	vidyut:3	mahabharata-virataparva:2,atharvaveda:1
klIbatva	vidyut:1	mahabharata-virataparva:1
klIbavat	vidyut:4	mahabharata-bhishmaparva:3,mahabharata-aranyakaparva:1
klIbay	dcs:1	mahabharata-shalyaparva:1
klam	dcs:22,vidyut:1	ramayana-ayodhyakanda:6,ramayana-sundarakanda:3,mahabharata-striparva:2
klama	dcs:12	mahabharata-aranyakaparva:5,mahabharata-dronaparva:2,kumarasambhava:2
kland	vidyut:1	atharvaveda:1
kleSa	dcs:124	mahabharata-aranyakaparva:18,yoga-sutry_vyasa-bhashya:17,mahabharata-udyogaparva:9
kleSay	dcs:7	mahabharata-udyogaparva:2,mahabharata-aranyakaparva:2,mahabharata-bhishmaparva:1
kleda	dcs:5	mahabharata-ashvamedhikaparva:3,mahabharata-aranyakaparva:1,nyaya-bhashya:1
kleday	dcs:15	bhagavadgita-prabhupada:2,ramanuja_gitabhashya:1,bhagavadgita-smirnov:1
kliS	dcs:61,vidyut:19	mahabharata-aranyakaparva:14,mahabharata-virataparva:10,mahabharata-adiparva:9
klid	dcs:5	ramayana-aranyakanda:2,ramayana-ayodhyakanda:1,ramayana-sundarakanda:1
klizwavattara	dcs:1	ramayana-sundarakanda:1
kloSa	vidyut:2	rigveda:2
kloman	vidyut:4,dcs:1	atharvaveda:3,br-up:2
koRa	dcs:1	ramayana-ayodhyakanda:1
koRapa	vidyut:1	mahabharata-adiparva:1
koSApahartf	vidyut:1	manavadharmashastra:1
koSa	dcs:109	rigveda:44,atharvaveda:11,ramayana-ayodhyakanda:7
koSagfha	vidyut:2	raghuvamsha:2
koSahIna	vidyut:1	manavadharmashastra:1
koSala	dcs:9	mahabharata-aranyakaparva:2,kama-sutra:2,mahabharata-sabhaparva:2
koSapAla	vidyut:1	mahabharata-ashramavasikaparva:1
koSavAhana	vidyut:1	mahabharata-ashvamedhikaparva:1
koSavat	dcs:1	mahabharata-adiparva:1
koSavfdDi	vidyut:1	raghuvamsha:1
koSayI	vidyut:1	rigveda:1
kodaRqa	dcs:1	shatakatrayam-serebryakov:1
kodrava	dcs:2	shatakatrayam:1,shatakatrayam-serebryakov:1
kohin	vidyut:1	mahabharata-dronaparva:1
kokAmuKa	dcs:2	mahabharata-aranyakaparva:2
koka	dcs:5	atharvaveda:4,gitagovinda:1
kokalikA	dcs:1	mahabharata-shalyaparva:1
kokanada	dcs:4	mahabharata-sabhaparva:2,mahabharata-shalyaparva:2
kokayAtu	vidyut:3	rigveda:2,atharvaveda:1
kokilA	dcs:3	shatakatrayam:2,shukasaptati:1
kokilAkza	dcs:2	kama-sutra:2
kokila	dcs:24	gitagovinda:4,buddhacharita:3,ramayana-ayodhyakanda:3
kokilaka	vidyut:1	mahabharata-shalyaparva:1
kolAhala	dcs:7	mahabharata-adiparva:4,shukasaptati:1,gitagovinda:1
kolApura	vidyut:2	devi-gita:2
kola	dcs:4	ch-up:2,buddhacharita:1,hatha-yoga-pradipika:1
kollagiri	vidyut:1	mahabharata-sabhaparva:1
komalANga	vidyut:1	amaru-shataka:1
komala	dcs:12	amaru-shataka:3,gitagovinda:2,shatakatrayam-serebryakov:2
komalaka	vidyut:1	ramayana-aranyakanda:1
kopa	dcs:141	mahabharata-adiparva:23,mahabharata-aranyakaparva:19,ramayana-sundarakanda:12
kopadIpta	vidyut:1	mahabharata-dronaparva:1
kopana	dcs:11	mahabharata-adiparva:3,mahabharata-aranyakaparva:2,mahabharata-ashramavasikaparva:2
kopavaSa	vidyut:2	shukasaptati:1,ramayana-sundarakanda:1
kopavega	dcs:1	amaru-shataka:1
kopay	dcs:29	mahabharata-dronaparva:8,mahabharata-adiparva:5,rigveda:2
kopi	vidyut:1	mahabharata-adiparva:1
kopin	dcs:1	gitagovinda:1
kora	dcs:1	shukasaptati:1
koradUzaka	dcs:2	mahabharata-aranyakaparva:2
koraka	dcs:1	ramayana-ayodhyakanda:1
kosalA	vidyut:7	ramayana-ayodhyakanda:3,mahabharata-aranyakaparva:2,mahabharata-karnaparva:1
kosala	dcs:21	mahabharata-karnaparva:5,mahabharata-dronaparva:5,ramayana-ayodhyakanda:3
kosi	vidyut:1	chag-up:1
kovidAra	dcs:6	ramayana-ayodhyakanda:3,mahabharata-dronaparva:1,ramayana-sundarakanda:1
kovida	dcs:29	ramayana-ayodhyakanda:10,ramayana-aranyakanda:4,buddhacharita:2
kowarA	dcs:1	mahabharata-shalyaparva:1
kowara	dcs:4	mahabharata-aranyakaparva:1,shukasaptati:1,mahabharata-ashvamedhikaparva:1
kowi	dcs:46	mahabharata-aranyakaparva:10,ramayana-balakanda:6,devi-gita:5
kowiSa	vidyut:1	yotat-up:1
kowiSas	dcs:3	mahabharata-adiparva:1,raghuvamsha:1,megha-duta:1
kowikASya	dcs:2	mahabharata-aranyakaparva:2
kowika	dcs:1	mahabharata-adiparva:1
kowitIrTa	dcs:5	mahabharata-aranyakaparva:5
kowwarAja	dcs:2	kama-sutra:2
koyazwi	dcs:2	manavadharmashastra:1,ramayana-aranyakanda:1
koyazwika	dcs:2	ramayana-ayodhyakanda:2
kozRa	dcs:1	raghuvamsha:1
kozWAgAra	dcs:1	manavadharmashastra:1
kozWa	dcs:5	mahabharata-ashvamedhikaparva:2,mahabharata-sabhaparva:2,shukasaptati:1
kozWakIkf	dcs:5	mahabharata-dronaparva:4,mahabharata-bhishmaparva:1
kozWya	vidyut:1	nyaya-bhashya:1
kozwakIkf	dcs:2	mahabharata-bhishmaparva:1,mahabharata-shalyaparva:1
krATa	dcs:9	mahabharata-dronaparva:4,mahabharata-shalyaparva:2,mahabharata-karnaparva:2
krATi	vidyut:1	mahabharata-karnaparva:1
krATin	dcs:1	mahabharata-dronaparva:1
krAkacika	dcs:1	ramayana-ayodhyakanda:1
krAntu	vidyut:1	mahabharata-aranyakaparva:1
krI	dcs:16,vidyut:2	manavadharmashastra:7,atharvaveda:2,mahabharata-adiparva:2
krIq	dcs:78,vidyut:7	mahabharata-adiparva:12,mahabharata-dronaparva:8,ramayana-sundarakanda:7
krIqA	dcs:33	kama-sutra:15,mahabharata-dronaparva:2,ramayana-aranyakanda:2
krIqAgfha	vidyut:2	ramayana-sundarakanda:2
krIqAkopa	vidyut:1	amaru-shataka:1
krIqAmfga	vidyut:1	kama-sutra:1
krIqApradeSa	vidyut:1	mahabharata-aranyakaparva:1
krIqAyoga	vidyut:3	paramarthasara-abhinavagupta:3
krIqanaka	dcs:8	kama-sutra:5,mahabharata-aranyakaparva:3
krIqay	dcs:2	mahabharata-virataparva:1,mahabharata-adiparva:1
krIqita	dcs:2	mahabharata-aranyakaparva:1,ramayana-sundarakanda:1
krIqu	vidyut:1	rigveda:1
krItaka	dcs:1	manavadharmashastra:1
krUrAcAra	vidyut:1	manavadharmashastra:1
krUra	dcs:129	mahabharata-dronaparva:15,mahabharata-aranyakaparva:13,ramayana-sundarakanda:12
krUrabudDi	vidyut:2	mahabharata-aranyakaparva:1,mahabharata-adiparva:1
krUrakarmakft	vidyut:1	manavadharmashastra:1
krUrakarman	vidyut:16,dcs:2	mahabharata-dronaparva:3,ramayana-sundarakanda:2,mahabharata-udyogaparva:2
krUraniScaya	vidyut:1	raghuvamsha:1
krUratA	vidyut:1	manavadharmashastra:1
krUratara	dcs:1	mahabharata-virataparva:1
kraT	vidyut:2	mahabharata-sabhaparva:1,rigveda:1
kraTa	dcs:5	mahabharata-dronaparva:1,mahabharata-udyogaparva:1,mahabharata-shalyaparva:1
kraTana	dcs:1	mahabharata-sabhaparva:1
krakaca	dcs:4	mahabharata-bhishmaparva:4
krakara	dcs:1	mahabharata-bhishmaparva:1
krakzamARa	dcs:1	rigveda:1
kram	dcs:83,marker:14,vidyut:5	atharvaveda:48,rigveda:33,mahabharata-dronaparva:4
kramAgata	vidyut:4	mahabharata-udyogaparva:2,buddhacharita:1,mahabharata-karnaparva:1
kramAt	dcs:13	devi-gita:6,raghuvamsha:3,shukasaptati:1
krama	dcs:89	atharvaveda:16,nyaya-bhashya:8,yoga-sutry_vyasa-bhashya:5
kramaRa	dcs:1	rigveda:1
kramaSas	dcs:23	manavadharmashastra:14,mahabharata-aranyakaparva:5,sankhya-karika:2
kramakAlayoga	vidyut:1	mahabharata-aranyakaparva:1
kramaprApta	vidyut:1	nyaya-bhashya:1
kramatas	dcs:3	ramayana-sundarakanda:2,manavadharmashastra:1
kramayoga	vidyut:4	manavadharmashastra:3,mahabharata-aranyakaparva:1
krameRa	dcs:68	mahabharata-aranyakaparva:10,mahabharata-adiparva:9,kama-sutra:7
kramu	dcs:1	rigveda:1
krand	dcs:64,vidyut:2	rigveda:49,atharvaveda:6,raghuvamsha:2
kranda	dcs:2	atharvaveda:2
krandadizwi	vidyut:1	rigveda:1
krandas	dcs:6	rigveda:4,atharvaveda:2
kranday	dcs:3	atharvaveda:2,rigveda:1
krandi	vidyut:1	rigveda:1
krandita	dcs:3	amaru-shataka:2,raghuvamsha:1
kratUy	dcs:3	rigveda:3
kratu	dcs:352	rigveda:207,mahabharata-aranyakaparva:21,atharvaveda:17
kratuPala	vidyut:1	mahabharata-udyogaparva:1
kratumat	vidyut:3,dcs:3	rigveda:6
kratuprA	vidyut:2	rigveda:2
kratuprAvan	dcs:2	rigveda:2
kratuvid	vidyut:6	rigveda:6
kratuvikrayin	vidyut:1	manavadharmashastra:1
kratvAmaGa	vidyut:1	rigveda:1
kravaRa	dcs:2	rigveda:2
kravis	dcs:6	rigveda:4,atharvaveda:2
kravizRu	vidyut:1	atharvaveda:1
kravyAd	dcs:50	atharvaveda:36,rigveda:6,manavadharmashastra:3
kravyAda	dcs:39,vidyut:2	atharvaveda:17,manavadharmashastra:5,mahabharata-dronaparva:3
kravya	dcs:1	ramayana-ayodhyakanda:1
kravyavAhana	vidyut:1	rigveda:1
kraya	dcs:10	manavadharmashastra:4,kama-sutra:3,mahabharata-adiparva:2
krayavikrayAnuSaya	vidyut:1	manavadharmashastra:1
krayavikraya	vidyut:5	manavadharmashastra:2,kama-sutra:2,mahabharata-aranyakaparva:1
krayavikrayin	vidyut:2	manavadharmashastra:2
kretf	dcs:1	mahabharata-aranyakaparva:1
krimi	dcs:33	atharvaveda:32,buddhacharita:1
krivi	dcs:16	rigveda:16
krivirdat	dcs:2	rigveda:2
kriyA	dcs:223,vidyut:5,marker:3	mahabharata-adiparva:20,mahabharata-aranyakaparva:17,gitarthasamgraha-abhinavagupta:13
kriyAByupagama	vidyut:1	manavadharmashastra:1
kriyAPala	vidyut:1	manavadharmashastra:1
kriyASakti	dcs:3	gitarthasamgraha-abhinavagupta:1,sankhya-karika:1,pratyabhijna-hridaya_kshemaraja:1
kriyAlopa	vidyut:1	manavadharmashastra:1
kriyAntara	vidyut:1	vedartha-samgraha_ramanuja:1
kriyAprabanDa	vidyut:1	raghuvamsha:1
kriyArTa	vidyut:2	mahabharata-adiparva:1,kumarasambhava:1
kriyAvat	dcs:11	nyaya-bhashya:5,mun-up:2,mahabharata-sabhaparva:1
kriyAviDi	vidyut:2	manavadharmashastra:2
kriyAyoga	dcs:5	yoga-sutry:1,yoga-sutry_zagumennov:1,hatha-yoga-pradipika:1
kriyAyukta	vidyut:1	hatha-yoga-pradipika:1
kroDa	dcs:460,marker:3	mahabharata-aranyakaparva:44,mahabharata-udyogaparva:41,mahabharata-dronaparva:32
kroDaSatru	vidyut:1	mahabharata-adiparva:1
kroDahantf	dcs:1,vidyut:1	mahabharata-udyogaparva:1,mahabharata-adiparva:1
kroDaja	vidyut:8	manavadharmashastra:4,mahabharata-udyogaparva:2,mahabharata-adiparva:1
kroDamUrCita	vidyut:22	mahabharata-dronaparva:10,mahabharata-bhishmaparva:4,ramayana-sundarakanda:3
kroDamaya	vidyut:1	br-up:1
kroDanA	dcs:2	ramayana-ayodhyakanda:1,mahabharata-shalyaparva:1
kroDana	dcs:11	ramayana-ayodhyakanda:2,ramayana-sundarakanda:2,mahabharata-bhishmaparva:1
kroDasamanvita	vidyut:6	mahabharata-bhishmaparva:3,mahabharata-adiparva:1,mahabharata-dronaparva:1
kroDavaSA	dcs:3	ramayana-aranyakanda:2,mahabharata-adiparva:1
kroDavaSa	vidyut:15	mahabharata-udyogaparva:4,mahabharata-adiparva:3,mahabharata-aranyakaparva:3
kroDavarDana	dcs:1	mahabharata-adiparva:1
kroDay	dcs:2	mahabharata-dronaparva:1,atharvaveda:1
kroDi	vidyut:3	ramayana-ayodhyakanda:1,mahabharata-bhishmaparva:1,mahabharata-karnaparva:1
kroSa	dcs:18	ramayana-ayodhyakanda:6,ramayana-aranyakanda:3,mahabharata-adiparva:2
kroSamAtragata	vidyut:2	mahabharata-aranyakaparva:2
kroSanA	dcs:1	mahabharata-shalyaparva:1
kroSana	dcs:1	rigveda:1
kroqIkf	dcs:2	gitarthasamgraha-abhinavagupta:2
kroqa	dcs:4	atharvaveda:2,mahabharata-bhishmaparva:1,ramayana-sundarakanda:1
krozwf	dcs:5	atharvaveda:2,rigveda:1,mahabharata-adiparva:1
krozwrI	vidyut:1	mahabharata-dronaparva:1
krozwuka	dcs:2	mahabharata-aranyakaparva:1,mahabharata-udyogaparva:1
kruD	dcs:783,vidyut:6	mahabharata-dronaparva:226,mahabharata-karnaparva:85,mahabharata-bhishmaparva:81
kruDa	dcs:1	mahabharata-dronaparva:1
kruDmi	dcs:1	rigveda:1
kruS	dcs:91,vidyut:17	mahabharata-dronaparva:16,ramayana-ayodhyakanda:10,mahabharata-adiparva:9
krumu	vidyut:1,dcs:1	rigveda:2
ku	dcs:1	jabala-up:1
kuBA	dcs:4,vidyut:2	rigveda:4,ramayana-ayodhyakanda:1,hatha-yoga-pradipika:1
kuBanyu	vidyut:2	rigveda:2
kuDI	vidyut:1	shatakatrayam:1
kuDarman	dcs:2	mahabharata-aranyakaparva:2
kuDfti	vidyut:1	buddhacharita:1
kuNkumANka	vidyut:1	kama-sutra:1
kuNkuma	dcs:5	kama-sutra:2,raghuvamsha:1,shatakatrayam-serebryakov:1
kuRAru	vidyut:2	rigveda:2
kuRWa	dcs:2	kama-sutra:1,kumarasambhava:1
kuRWay	dcs:1	kumarasambhava:1
kuRapa	dcs:6	mahabharata-ashvamedhikaparva:3,atharvaveda:2,mahabharata-dronaparva:1
kuRi	dcs:4,vidyut:1	mahabharata-aranyakaparva:2,mahabharata-shalyaparva:2,mahabharata-dronaparva:1
kuRinda	dcs:12,vidyut:1	mahabharata-sabhaparva:7,mahabharata-aranyakaparva:2,mahabharata-dronaparva:2
kuRitva	vidyut:1	sankhya-karika:1
kuRqASin	dcs:1	manavadharmashastra:1
kuRqArikA	dcs:1	mahabharata-shalyaparva:1
kuRqa	dcs:9	mahabharata-adiparva:2,mahabharata-aranyakaparva:2,mahabharata-ashvamedhikaparva:2
kuRqaBedin	vidyut:5,dcs:1	mahabharata-dronaparva:6
kuRqaDAra	dcs:2	mahabharata-bhishmaparva:2
kuRqaja	vidyut:1	mahabharata-adiparva:1
kuRqajaWara	vidyut:1	mahabharata-adiparva:1
kuRqaka	dcs:1	mahabharata-shalyaparva:1
kuRqalI	dcs:23	hatha-yoga-pradipika:16,devi-gita:3,mahabharata-virataparva:1
kuRqalIkfta	dcs:1	mahabharata-aranyakaparva:1
kuRqala	dcs:96	mahabharata-adiparva:19,mahabharata-aranyakaparva:19,mahabharata-dronaparva:8
kuRqalin	vidyut:14	mahabharata-udyogaparva:3,mahabharata-dronaparva:2,mahabharata-virataparva:2
kuRqalinI	dcs:6	hatha-yoga-pradipika:6
kuRqapAyya	dcs:2	rigveda:2
kuRqfRAcI	vidyut:1,dcs:1	rigveda:2
kuRqin	dcs:2	mahabharata-aranyakaparva:1,mahabharata-sabhaparva:1
kuRqina	dcs:7	mahabharata-aranyakaparva:3,shukasaptati:2,mahabharata-udyogaparva:2
kuRqoda	dcs:1	mahabharata-aranyakaparva:1
kuRqodara	dcs:2	mahabharata-adiparva:2
kuSASva	vidyut:2	ramayana-balakanda:2
kuSAgra	vidyut:3	mahabharata-aranyakaparva:2,mahabharata-shalyaparva:1
kuSAgrabudDi	vidyut:1	raghuvamsha:1
kuSAmba	dcs:3	ramayana-balakanda:2,mahabharata-adiparva:1
kuSAvatI	vidyut:2	raghuvamsha:2
kuSIlava	dcs:12	ramayana-balakanda:5,manavadharmashastra:5,mahabharata-udyogaparva:1
kuSa	dcs:81	raghuvamsha:12,ramayana-ayodhyakanda:11,ramayana-balakanda:10
kuSaDvaja	dcs:9	ramayana-balakanda:8,raghuvamsha:1
kuSacIrA	vidyut:5	ramayana-aranyakanda:2,ramayana-ayodhyakanda:1,ramayana-sundarakanda:1
kuSacIrin	vidyut:2	mahabharata-sauptikaparva:1,mahabharata-dronaparva:1
kuSadvIpa	vidyut:2	mahabharata-bhishmaparva:2
kuSala	dcs:211	ramayana-ayodhyakanda:25,mahabharata-aranyakaparva:25,ramayana-balakanda:21
kuSalakAma	vidyut:1	mahabharata-ashvamedhikaparva:1
kuSalapraSna	vidyut:2	mahabharata-adiparva:2
kuSalatA	vidyut:1	manavadharmashastra:1
kuSalin	vidyut:38,dcs:17	mahabharata-udyogaparva:14,mahabharata-aranyakaparva:7,ramayana-sundarakanda:4
kuSanABa	dcs:13	ramayana-balakanda:13
kuSaplavana	vidyut:1	mahabharata-aranyakaparva:1
kuSara	vidyut:2	rigveda:2
kuSardDika	dcs:1	mahabharata-udyogaparva:1
kuSasTalI	dcs:2	mahabharata-sabhaparva:2
kuSasTala	dcs:3	mahabharata-udyogaparva:3
kuSastamba	vidyut:1	mahabharata-bhishmaparva:1
kuSavAri	dcs:1	manavadharmashastra:1
kuSavat	dcs:2,vidyut:1	mahabharata-aranyakaparva:2,raghuvamsha:1
kuSavatI	vidyut:1	mahabharata-aranyakaparva:1
kuSeSayAkza	vidyut:1	raghuvamsha:1
kuSeSaya	dcs:1	mahabharata-aranyakaparva:1
kuSika	dcs:20	rigveda:12,mahabharata-sabhaparva:2,mahabharata-adiparva:2
kuSri	vidyut:3	br-up:3
kuTa	dcs:11	ramayana-sundarakanda:3,mahabharata-dronaparva:3,mahabharata-karnaparva:2
kuWAra	dcs:6	shatakatrayam-serebryakov:2,shatakatrayam:1,mahabharata-udyogaparva:1
kuWArikA	dcs:1	shatakatrayam-serebryakov:1
kuYcana	dcs:1	hatha-yoga-pradipika:1
kuYcay	dcs:2	ramayana-aranyakanda:1,shatakatrayam-serebryakov:1
kuYcikA	dcs:4	hatha-yoga-pradipika:2,shatakatrayam:1,shatakatrayam-serebryakov:1
kuYja	dcs:14	mahabharata-shalyaparva:5,gitagovinda:5,mahabharata-aranyakaparva:2
kuYjarAnIka	vidyut:5	mahabharata-dronaparva:4,mahabharata-shalyaparva:1
kuYjarAroha	vidyut:1	mahabharata-shalyaparva:1
kuYjara	dcs:123	mahabharata-dronaparva:37,mahabharata-shalyaparva:20,ramayana-ayodhyakanda:11
kubera	dcs:65	mahabharata-aranyakaparva:15,mahabharata-ashvamedhikaparva:7,mahabharata-udyogaparva:5
kuberanalinI	dcs:1	mahabharata-aranyakaparva:1
kubjAmraka	vidyut:2	mahabharata-aranyakaparva:2
kubja	dcs:39	ramayana-ayodhyakanda:31,mahabharata-aranyakaparva:2,buddhacharita:2
kubjaka	dcs:5	kama-sutra:2,mahabharata-adiparva:2,ramayana-ayodhyakanda:1
kubudDi	vidyut:4	shukasaptati:3,mahabharata-udyogaparva:1
kucAgra	vidyut:1	ramayana-sundarakanda:1
kuca	dcs:18	gitagovinda:7,amaru-shataka:5,ramayana-sundarakanda:3
kucara	dcs:6	rigveda:3,atharvaveda:3
kucaryA	vidyut:1	manavadharmashastra:1
kucela	dcs:2	manavadharmashastra:1,sub-up:1
kucezwA	vidyut:1	ramayana-ayodhyakanda:1
kucumAra	dcs:1	kama-sutra:1
kuddAla	dcs:1	ramayana-ayodhyakanda:1
kudfzwi	dcs:4	manavadharmashastra:2,vedartha-samgraha_ramanuja:2
kuhU	dcs:7	mahabharata-aranyakaparva:2,mahabharata-shalyaparva:2,atharvaveda:2
kuha	dcs:8	rigveda:8
kuhacidvid	vidyut:1	rigveda:1
kuhaka	dcs:4	mai-up:2,mahabharata-udyogaparva:1,kama-sutra:1
kuhara	dcs:4	shatakatrayam:2,mahabharata-adiparva:1,mahabharata-ashramavasikaparva:1
kuhu	dcs:1	manavadharmashastra:1
kuhukuhAy	dcs:2	mahabharata-aranyakaparva:2
kukUraBa	dcs:1	atharvaveda:1
kukfta	vidyut:1	shukasaptati:1
kukkura	dcs:2	mahabharata-sabhaparva:2
kukkuwARqa	dcs:1	mahabharata-dronaparva:1
kukkuwAsana	dcs:3	hatha-yoga-pradipika:3
kukkuwI	dcs:1	shukasaptati:1
kukkuwa	dcs:10	kama-sutra:4,manavadharmashastra:3,ramayana-sundarakanda:1
kukkuwaka	vidyut:1	manavadharmashastra:1
kukkuwikA	dcs:1	mahabharata-shalyaparva:1
kukunDa	dcs:2	atharvaveda:2
kukura	dcs:7	mahabharata-mausalaparva:2,mahabharata-sabhaparva:2,mahabharata-aranyakaparva:1
kukza	dcs:1	rigveda:1
kukzi	dcs:44	rigveda:12,atharvaveda:9,mahabharata-adiparva:9
kukzija	vidyut:1	raghuvamsha:1
kukzila	dcs:2	atharvaveda:2
kulANgAra	dcs:1	mahabharata-udyogaparva:1
