lemma_slp1	source	registers
ambaraKaRqa	vidyut:2	shatakatrayam-serebryakov:1,shatakatrayam:1
ambaramaRi	vidyut:1	amaru-shataka:1
ambazWA	dcs:1	manavadharmashastra:1
ambazWa	dcs:26	mahabharata-dronaparva:11,mahabharata-sabhaparva:4,manavadharmashastra:4
ambi	dcs:2	rigveda:2
ambikA	dcs:17	mahabharata-udyogaparva:4,devi-gita:4,mahabharata-adiparva:4
ambikAsuta	vidyut:23,dcs:6	mahabharata-ashramavasikaparva:11,mahabharata-shalyaparva:5,mahabharata-karnaparva:5
ambikeya	vidyut:1	mahabharata-aranyakaparva:1
ambitamA	dcs:1	rigveda:1
ambu	dcs:34	buddhacharita:8,ramayana-ayodhyakanda:5,mahabharata-aranyakaparva:2
ambuDara	dcs:4	ramayana-sundarakanda:1,mahabharata-dronaparva:1,buddhacharita:1
ambuDi	dcs:1	ramayana-sundarakanda:1
ambucArin	vidyut:1	manavadharmashastra:1
ambuda	dcs:46	mahabharata-dronaparva:10,mahabharata-karnaparva:6,mahabharata-shalyaparva:4
ambuja	dcs:10	mahabharata-dronaparva:3,ramayana-sundarakanda:2,mahabharata-sabhaparva:2
ambumat	dcs:1	mahabharata-sabhaparva:1
ambuniDi	dcs:1	mahabharata-dronaparva:1
ambupati	vidyut:3	mahabharata-dronaparva:3
amburASi	dcs:4	raghuvamsha:2,kumarasambhava:1,shatakatrayam-serebryakov:1
ambuvAha	dcs:2	kumarasambhava:1,megha-duta:1
ambuvega	vidyut:7	mahabharata-bhishmaparva:1,bhagavadgita-erman:1,gitarthasamgraha-abhinavagupta:1
ameDA	dcs:1	rigveda:1
ameDas	vidyut:1	mahabharata-aranyakaparva:1
ameDya	dcs:26	manavadharmashastra:8,bhagavadgita-prabhupada:2,bhagavadgita-burba:1
ameDyakuRapASin	vidyut:1	manavadharmashastra:1
amena	vidyut:1	rigveda:1
ameyAtman	dcs:51	mahabharata-bhishmaparva:9,mahabharata-karnaparva:9,mahabharata-dronaparva:8
ameya	dcs:2	mahabharata-dronaparva:1,raghuvamsha:1
amfDra	dcs:10	rigveda:10
amfkta	dcs:13	rigveda:13
amftA	dcs:21	rigveda:15,atharvaveda:3,ch-up:2
amfta	dcs:821,marker:2	rigveda:229,atharvaveda:116,br-up:64
amftaBojana	vidyut:1	manavadharmashastra:1
amftaDArA	vidyut:1	pai-up:1
amftagarBa	vidyut:1	atharvaveda:1
amftalatA	dcs:2	shatakatrayam:1,shatakatrayam-serebryakov:1
amftamaya	vidyut:13	br-up:11,mahabharata-aranyakaparva:1,mahabharata-dronaparva:1
amftapa	dcs:1	ramayana-balakanda:1
amftarasA	vidyut:3	mahabharata-aranyakaparva:1,mahabharata-adiparva:1,mahabharata-ashvamedhikaparva:1
amftasamBavA	vidyut:1	mahabharata-adiparva:1
amftatva	vidyut:81	rigveda:27,atharvaveda:7,ch-up:4
amftodBava	vidyut:8,dcs:7	bhagavadgita-1909:2,gitarthasamgraha-abhinavagupta:2,bhagavadgita-1788:2
amftopama	vidyut:27	ramayana-balakanda:3,bhagavadgita-burba:3,ramayana-sundarakanda:2
amftyu	dcs:7	rigveda:5,mahabharata-udyogaparva:2
amfzwa	dcs:1	ramayana-balakanda:1
amfzwaBojin	vidyut:1	ramayana-balakanda:1
amfzyamARa	vidyut:26,dcs:6	mahabharata-dronaparva:10,mahabharata-bhishmaparva:5,mahabharata-aranyakaparva:3
amfzyat	dcs:2	mahabharata-adiparva:1,mahabharata-ashvamedhikaparva:1
amiTita	dcs:2	rigveda:2
amiTyA	vidyut:1	raghuvamsha:1
amina	dcs:2,vidyut:1	rigveda:3
aminat	vidyut:7	rigveda:7
amitASanA	dcs:1	mahabharata-shalyaparva:1
amitAtman	vidyut:3,dcs:2	mahabharata-aranyakaparva:4,mahabharata-adiparva:1
amitAyus	vidyut:1	mahabharata-aranyakaparva:1
amita	dcs:37	rigveda:8,mahabharata-adiparva:3,mahabharata-udyogaparva:3
amitadyuti	vidyut:11	mahabharata-aranyakaparva:6,mahabharata-adiparva:3,mahabharata-bhishmaparva:2
amitamati	vidyut:1	mahabharata-adiparva:1
amitapraBa	vidyut:5	ramayana-balakanda:2,ramayana-sundarakanda:1,mahabharata-karnaparva:1
amitatejas	vidyut:64	mahabharata-adiparva:12,mahabharata-aranyakaparva:12,mahabharata-dronaparva:7
amitavIrya	vidyut:1	atharvaveda:1
amitavikrama	vidyut:30,marker:5	mahabharata-aranyakaparva:6,mahabharata-dronaparva:5,mahabharata-udyogaparva:2
amitrAy	dcs:1	shatakatrayam:1
amitra	dcs:173,vidyut:2	atharvaveda:59,rigveda:35,mahabharata-udyogaparva:16
amitraGAtin	vidyut:13	mahabharata-dronaparva:4,mahabharata-sabhaparva:3,mahabharata-bhishmaparva:2
amitraGna	vidyut:26	mahabharata-adiparva:5,mahabharata-aranyakaparva:4,mahabharata-karnaparva:4
amitraKAda	vidyut:1	rigveda:1
amitradamBana	vidyut:2	rigveda:2
amitrahan	vidyut:20	rigveda:7,mahabharata-aranyakaparva:4,mahabharata-bhishmaparva:2
amitrajit	dcs:2	mahabharata-bhishmaparva:1,mahabharata-shalyaparva:1
amitrakarman	vidyut:1	buddhacharita:1
amitrakarzaRa	marker:1,vidyut:1	mahabharata-sabhaparva:2
amitrasAha	vidyut:5	mahabharata-adiparva:2,mahabharata-karnaparva:2,atharvaveda:1
amitrasenA	vidyut:2	atharvaveda:2
amitray	dcs:3	rigveda:3
amitrin	vidyut:1	rigveda:1
amitriya	vidyut:3,dcs:1	rigveda:4
amlAna	dcs:2	mahabharata-dronaparva:1,mahabharata-virataparva:1
amla	dcs:15	hatha-yoga-pradipika:3,mahabharata-bhishmaparva:1,bhagavadgita-erman:1
amlaPala	vidyut:1	nyaya-bhashya:1
ammaya	vidyut:1	raghuvamsha:1
amoGA	dcs:16	mahabharata-dronaparva:8,mahabharata-aranyakaparva:6,mahabharata-karnaparva:1
amoGArTa	vidyut:1	mahabharata-aranyakaparva:1
amoGa	dcs:36,vidyut:7	mahabharata-dronaparva:7,raghuvamsha:5,mahabharata-aranyakaparva:5
amoGadarSana	vidyut:1	mahabharata-virataparva:1
amoGadarSin	vidyut:1	mahabharata-aranyakaparva:1
amocA	dcs:1	mahabharata-shalyaparva:1
amocya	vidyut:1	raghuvamsha:1
amokya	vidyut:1	atharvaveda:1
amota	vidyut:3	atharvaveda:3
amu	dcs:23	atharvaveda:17,shatakatrayam-serebryakov:2,raghuvamsha:2
amukta	vidyut:3	buddhacharita:3
amuktahasta	vidyut:1	manavadharmashastra:1
amuktaviSramBa	vidyut:1	buddhacharita:1
amukuwin	dcs:1	ramayana-balakanda:1
amura	dcs:4	atharvaveda:4
amutas	dcs:11	rigveda:7,atharvaveda:4
amutra	dcs:40	mahabharata-aranyakaparva:4,manavadharmashastra:4,ch-up:3
amutraBUya	dcs:2	atharvaveda:2
an	vidyut:6,dcs:5	rigveda:3,ramayana-aranyakanda:1,mahabharata-aranyakaparva:1
anA	dcs:1	rigveda:1
anABayin	dcs:1	rigveda:1
anADfzwa	dcs:4,vidyut:3	rigveda:7
anADfzwi	dcs:11	mahabharata-adiparva:3,mahabharata-udyogaparva:2,mahabharata-virataparva:2
anADfzya	dcs:29,vidyut:1	mahabharata-adiparva:7,mahabharata-udyogaparva:6,mahabharata-aranyakaparva:3
anAKyAya	vidyut:2	manavadharmashastra:2
anASIrdA	vidyut:2	rigveda:2
anASa	dcs:1	mahabharata-ashramavasikaparva:1
anASakAyana	vidyut:2	ch-up:2
anASaka	dcs:3	br-up:1,vedartha-samgraha_ramanuja:1,jabala-up:1
anASasta	vidyut:2	rigveda:2
anAScarya	vidyut:4	mahabharata-adiparva:1,mahabharata-bhishmaparva:1,mahabharata-dronaparva:1
anASin	vidyut:12	mahabharata-bhishmaparva:1,bhagavadgita-burba:1,bhagavadgita-erman:1
anASraya	vidyut:1	mahabharata-adiparva:1
anASrita	dcs:27	bhagavadgita-1909:4,bhagavadgita-erman:2,pratyabhijna-hridaya_kshemaraja:2
anASu	dcs:2	rigveda:2
anATa	dcs:41	ramayana-ayodhyakanda:9,mahabharata-striparva:5,ramayana-aranyakanda:4
anAbayu	dcs:2	atharvaveda:2
anAcAra	dcs:1	mahabharata-aranyakaparva:1
anAdAna	dcs:1	mahabharata-udyogaparva:1
anAda	vidyut:1	ramayana-ayodhyakanda:1
anAdadAna	vidyut:1	mahabharata-adiparva:1
anAdara	dcs:9	shatakatrayam-serebryakov:2,mahabharata-udyogaparva:2,shatakatrayam:1
anAdeya	dcs:3	manavadharmashastra:2,mahabharata-adiparva:1
anAdfta	vidyut:3	kama-sutra:2,ramayana-balakanda:1
anAdi	dcs:61	gitarthasamgraha-abhinavagupta:5,bhagavadgita-smirnov:5,nyaya-bhashya:5
anAdimaDyAnta	vidyut:9,marker:5	bhagavadgita-burba:2,bhagavadgita-1914:1,bhagavadgita-1909:1
anAdimat	dcs:10	mahabharata-bhishmaparva:2,bhagavadgita-erman:2,bhagavadgita-burba:1
anAdin	vidyut:1	nyaya-bhashya:1
anAdiniDana	vidyut:5,dcs:1	mahabharata-aranyakaparva:3,mai-up:1,mahabharata-adiparva:1
anAditva	vidyut:21	vedartha-samgraha_ramanuja:2,nyaya-bhashya:2,bhagavadgita-prabhupada:2
anAdya	dcs:4	atharvaveda:3,brb-up:1
anAdyananta	vidyut:2	shv-up:2
anAdyanta	vidyut:4	mai-up:2,mahabharata-adiparva:1,mahabharata-aranyakaparva:1
anAgA	vidyut:2	rigveda:2
anAgAstva	dcs:11	rigveda:11
anAga	dcs:2	rigveda:1,atharvaveda:1
anAgama	dcs:1	mahabharata-aranyakaparva:1
anAgamizyat	vidyut:1	atharvaveda:1
anAgas	vidyut:40,dcs:39	rigveda:26,atharvaveda:18,mahabharata-aranyakaparva:9
anAgata	dcs:38	nyaya-bhashya:5,yoga-sutry_vyasa-bhashya:5,mahabharata-aranyakaparva:4
anAgohatyA	vidyut:1	atharvaveda:1
anAhAra	dcs:2	ramayana-aranyakanda:1,ramayana-ayodhyakanda:1
anAhArya	vidyut:1	manavadharmashastra:1
anAhUta	dcs:6	ramayana-ayodhyakanda:2,mahabharata-dronaparva:2,mahabharata-udyogaparva:1
anAhUtopajalpin	vidyut:1	mahabharata-adiparva:1
anAhata	dcs:11	devi-gita:3,hatha-yoga-pradipika:3,mahabharata-udyogaparva:2
anAhitAgni	dcs:5	manavadharmashastra:3,ch-up:1,ramayana-balakanda:1
anAhita	vidyut:1	mahabharata-aranyakaparva:1
anAhuti	dcs:3,vidyut:1	rigveda:3,mahabharata-adiparva:1
anAjanman	dcs:1	mahabharata-aranyakaparva:1
anAkASa	vidyut:3	ramayana-aranyakanda:2,br-up:1
anAkfta	vidyut:2	rigveda:2
anAkula	vidyut:1	buddhacharita:1
anAkzArita	vidyut:1	manavadharmashastra:1
anAkzepa	dcs:1	kama-sutra:1
anAlakzya	dcs:1	ramayana-ayodhyakanda:1
anAlamba	dcs:1	ramayana-ayodhyakanda:1
anAlasya	dcs:1	mahabharata-udyogaparva:1
anAman	vidyut:3	atharvaveda:3
anAmaya	dcs:96	mahabharata-udyogaparva:17,mahabharata-aranyakaparva:8,atharvaveda:6
anAmayitnu	vidyut:2	atharvaveda:1,rigveda:1
anAmfRa	vidyut:1	rigveda:1
anAmin	dcs:1	rigveda:1
anAmiza	dcs:1	mahabharata-aranyakaparva:1
anAmnAta	vidyut:1	manavadharmashastra:1
anAmya	vidyut:2	mahabharata-udyogaparva:2
anAnata	vidyut:6	rigveda:6
anAnuBUti	dcs:2	rigveda:2
anAnuda	vidyut:2	rigveda:2
anAnudizwa	vidyut:1	rigveda:1
anAnukftya	dcs:2	rigveda:2
anApad	dcs:11	manavadharmashastra:11
anApluta	dcs:1	mahabharata-aranyakaparva:1
anApta	dcs:5	atharvaveda:2,manavadharmashastra:1,rigveda:1
anAraBya	dcs:1,vidyut:1	mahabharata-udyogaparva:2
anArabDa	dcs:1	nyaya-bhashya:1
anAramBa	dcs:19	bhagavadgita-burba:2,mahabharata-bhishmaparva:1,gitarthasamgraha-abhinavagupta:1
anAramBaRa	vidyut:5	rigveda:3,ch-up:1,atharvaveda:1
anArambaRa	dcs:2	br-up:2
anArjava	dcs:4	manavadharmashastra:1,mahabharata-aranyakaparva:1,mahabharata-udyogaparva:1
anArogya	dcs:1	manavadharmashastra:1
anArta	vidyut:1	ramayana-ayodhyakanda:1
anArtava	dcs:2	mahabharata-bhishmaparva:1,mahabharata-karnaparva:1
anArya	dcs:60,vidyut:1	ramayana-ayodhyakanda:15,manavadharmashastra:8,ramayana-sundarakanda:7
anAryajuzwa	vidyut:12,marker:4	mahabharata-karnaparva:2,bhagavadgita-smirnov:2,bhagavadgita-1788:1
anAryaka	vidyut:1	mahabharata-udyogaparva:1
anAryatA	vidyut:1	manavadharmashastra:1
anAsAdita	dcs:1	mahabharata-adiparva:1
anAsAdya	vidyut:10	mahabharata-dronaparva:3,ramayana-sundarakanda:1,kama-sutra:1
anAsTA	dcs:1,vidyut:1	raghuvamsha:1,buddhacharita:1
anAsTAna	vidyut:1	rigveda:1
anAsa	vidyut:2	rigveda:2
anAsaNga	vidyut:1	mahabharata-ashvamedhikaparva:1
anAsava	dcs:1	kumarasambhava:1
anAsika	vidyut:2	ramayana-sundarakanda:2
anAsrAva	vidyut:1	atharvaveda:1
anAsrava	dcs:1	buddhacharita:1
anAstika	vidyut:3	mahabharata-adiparva:2,mahabharata-udyogaparva:1
anAstikya	vidyut:1	mahabharata-adiparva:1
anAtman	dcs:33	paramarthasara-abhinavagupta:6,nyaya-bhashya:3,bhagavadgita-burba:2
anAtmavat	vidyut:4,dcs:3	mahabharata-udyogaparva:2,buddhacharita:2,ramayana-balakanda:1
anAtmya	dcs:1	tai-up:1
anAtura	dcs:8,vidyut:1	rigveda:5,manavadharmashastra:2,atharvaveda:1
anAvayas	dcs:1	atharvaveda:1
anAvfta	dcs:11	mahabharata-aranyakaparva:4,mahabharata-adiparva:2,manavadharmashastra:1
anAvftti	dcs:29	bhagavadgita-burba:3,gitarthasamgraha-abhinavagupta:3,bhagavadgita-prabhupada:3
anAvfzwi	dcs:12,vidyut:3	mahabharata-shalyaparva:8,mahabharata-aranyakaparva:5,mahabharata-adiparva:1
anAvidDa	vidyut:1	rigveda:1
anAvila	vidyut:2	manavadharmashastra:1,mahabharata-udyogaparva:1
anAvraska	vidyut:1	atharvaveda:1
anAvyADa	vidyut:1	atharvaveda:1
anAyAnt	dcs:3	kama-sutra:2,manavadharmashastra:1
anAyAsa	dcs:4	mahabharata-aranyakaparva:1,mahabharata-udyogaparva:1,hatha-yoga-pradipika:1
anAyAsakfta	vidyut:1	mahabharata-ashramavasikaparva:1
anAyaka	vidyut:3	ramayana-ayodhyakanda:3
anAyata	vidyut:1	rigveda:1
anAyuDa	vidyut:2	rigveda:1,mahabharata-adiparva:1
anAyus	dcs:1	mahabharata-adiparva:1
anAyuzya	dcs:2	manavadharmashastra:2
anDIBUta	vidyut:2	mahabharata-adiparva:2
anDa	dcs:200	rigveda:103,manavadharmashastra:10,ch-up:9
anDakAra	dcs:25	mahabharata-karnaparva:3,paramarthasara-abhinavagupta:3,mahabharata-adiparva:2
anDakAraka	dcs:1	mahabharata-bhishmaparva:1
anDakArin	dcs:1	gitagovinda:1
anDaka	dcs:27	mahabharata-mausalaparva:9,mahabharata-dronaparva:5,mahabharata-sabhaparva:4
anDakavfzRi	vidyut:8	mahabharata-dronaparva:2,mahabharata-udyogaparva:2,mahabharata-sabhaparva:2
anDas	dcs:38,vidyut:4	rigveda:42
anDatA	vidyut:1	sankhya-karika:1
anDatAmisra	dcs:8	sankhya-karika:3,manavadharmashastra:2,yoga-sutry_vyasa-bhashya:1
anDatva	vidyut:2	mahabharata-shalyaparva:1,mahabharata-ashvamedhikaparva:1
anDra	dcs:5	mahabharata-sabhaparva:3,manavadharmashastra:2
anISA	dcs:2	shv-up:1,mun-up:1
anISa	dcs:19	mahabharata-sabhaparva:5,mahabharata-udyogaparva:3,shv-up:3
anISvara	dcs:25	mahabharata-udyogaparva:3,bhagavadgita-radha:2,atharvaveda:1
anIcAnuvartin	vidyut:1	mahabharata-aranyakaparva:1
anIca	dcs:1	kama-sutra:1
anIhA	dcs:2	mahabharata-udyogaparva:2
anIhamAna	dcs:1	manavadharmashastra:1
anIka	dcs:263,marker:4	mahabharata-dronaparva:77,mahabharata-bhishmaparva:68,rigveda:40
anIkaSas	dcs:4	atharvaveda:4
anIkasTa	dcs:2	mahabharata-dronaparva:1,mahabharata-karnaparva:1
anIkinI	dcs:35,vidyut:1	mahabharata-dronaparva:12,mahabharata-bhishmaparva:9,mahabharata-udyogaparva:5
anIla	vidyut:2	mahabharata-adiparva:1,gitarthasamgraha-abhinavagupta:1
anIpsita	vidyut:1	mahabharata-udyogaparva:1
anIti	dcs:1	mahabharata-virataparva:1
anUDas	dcs:1	rigveda:1
anUQA	dcs:1	ramayana-ayodhyakanda:1
anUQa	dcs:1	manavadharmashastra:1
anUcIna	vidyut:2	rigveda:2
anUcya	dcs:1	kau-up:1
anUdara	vidyut:2	mahabharata-adiparva:1,mahabharata-ashvamedhikaparva:1
anUdi	dcs:1	kama-sutra:1
anUhya	vidyut:1	mai-up:1
anUka	dcs:2	atharvaveda:2
anUkta	vidyut:2	br-up:2
anUkya	vidyut:3,dcs:1	atharvaveda:3,rigveda:1
anUnA	dcs:1,vidyut:1	raghuvamsha:2
anUna	dcs:19	rigveda:10,atharvaveda:3,buddhacharita:2
anUpa	dcs:14,vidyut:2	ramayana-ayodhyakanda:5,rigveda:3,ramayana-aranyakanda:3
anUpya	dcs:2	atharvaveda:2
anUrADa	vidyut:1	atharvaveda:1
anUrmi	vidyut:2	rigveda:2
anUruD	dcs:1	rigveda:1
anUtTA	dcs:1	ch-up:1
anUti	vidyut:2	rigveda:2
anUtkram	dcs:2	br-up:2
anUtpat	dcs:1	ramayana-sundarakanda:1
anUzara	vidyut:1	mahabharata-udyogaparva:1
anaBISu	vidyut:2	rigveda:2
anaBIkzRa	dcs:1	ramayana-ayodhyakanda:1
anaBidroha	dcs:1	mahabharata-udyogaparva:1
anaBidruh	vidyut:2	rigveda:2
anaBihita	dcs:1,vidyut:1	kama-sutra:1,nyaya-bhashya:1
anaBijYa	dcs:8	buddhacharita:3,mahabharata-aranyakaparva:2,ramayana-ayodhyakanda:1
anaBilakzita	vidyut:2	gitarthasamgraha-abhinavagupta:2
anaBimata	vidyut:1	kama-sutra:1
anaBipreta	vidyut:1	buddhacharita:1
anaBisanDAna	vidyut:1	gitarthasamgraha-abhinavagupta:1
anaBisneha	vidyut:11,dcs:4	bhagavadgita-prabhupada:2,mahabharata-bhishmaparva:1,bhagavadgita-erman:1
anaBiyukta	dcs:1	kama-sutra:1
anaBizvaNga	dcs:18	gitarthasamgraha-abhinavagupta:2,bhagavadgita-1788:2,bhagavadgita-prabhupada:2
anaBra	dcs:7	mahabharata-sabhaparva:2,mahabharata-dronaparva:2,buddhacharita:1
anaBraka	vidyut:1	yoga-sutry_vyasa-bhashya:1
anaByArUQa	vidyut:1	atharvaveda:1
anaByAsa	dcs:1	manavadharmashastra:1
anaByasta	dcs:1	kama-sutra:1
anaDItya	vidyut:2	manavadharmashastra:2
anaDIyAna	vidyut:4	manavadharmashastra:3,mahabharata-udyogaparva:1
anaDigacCat	dcs:1	kama-sutra:1
anaDigamya	dcs:2	ramayana-sundarakanda:2
anaDigata	dcs:2	sankhya-karika:1,vedartha-samgraha_ramanuja:1
anaDikAra	dcs:1	jabala-up:1
anaDizWita	vidyut:1	ramanuja_gitabhashya:1
anaDyAya	dcs:14	manavadharmashastra:14
anaDyayana	dcs:2	shatakatrayam:1,shatakatrayam-serebryakov:1
anaGa	dcs:278	mahabharata-aranyakaparva:47,mahabharata-adiparva:38,ramayana-ayodhyakanda:24
anaNga	dcs:17	gitagovinda:8,amaru-shataka:3,ramayana-balakanda:2
anaNkuSa	vidyut:1	mahabharata-virataparva:1
anaRu	dcs:1	br-up:1
anaSana	dcs:5	ramayana-sundarakanda:1,buddhacharita:1,mahabharata-ashvamedhikaparva:1
anaSnant	dcs:9	kat-up:3,rigveda:1,atharvaveda:1
anaSnat	vidyut:5	manavadharmashastra:1,bhagavadgita-1914:1,bhagavadgity:1
anaSru	vidyut:2	rigveda:1,atharvaveda:1
anaSva	vidyut:10	rigveda:8,nyaya-bhashya:2
anaSvara	vidyut:2	shatakatrayam:1,shatakatrayam-serebryakov:1
anaYjana	dcs:1	amaru-shataka:1
anadDA	dcs:1	atharvaveda:1
anadat	vidyut:2	rigveda:2
anagna	dcs:5	br-up:2,ch-up:1,rigveda:1
anagni	dcs:8	mahabharata-aranyakaparva:3,manavadharmashastra:2,mahabharata-adiparva:2
anagnidagDa	vidyut:3	manavadharmashastra:1,rigveda:1,atharvaveda:1
anagnitrA	vidyut:1	rigveda:1
anahaMkAra	vidyut:9,dcs:6	mahabharata-bhishmaparva:2,gitarthasamgraha-abhinavagupta:2,bhagavadgita-1914:1
anahaMkfta	vidyut:2	mahabharata-ashramavasikaparva:1,mahabharata-mahaprasthanikaparva:1
anahaMvAdin	vidyut:12,marker:4	gitarthasamgraha-abhinavagupta:2,bhagavadgita-prabhupada:2,bhagavadgita-burba:1
anakzara	dcs:2	shatakatrayam:1,shatakatrayam-serebryakov:1
analA	dcs:4	ramayana-aranyakanda:2,mahabharata-adiparva:2
anala	dcs:118	mahabharata-dronaparva:15,mahabharata-aranyakaparva:9,mahabharata-bhishmaparva:8
analaMkfta	dcs:1	kama-sutra:1
analasa	vidyut:2	mahabharata-adiparva:1,mahabharata-aranyakaparva:1
analpa	marker:4,dcs:3	mahabharata-adiparva:4,amaru-shataka:1,gitagovinda:1
anamIva	dcs:22	rigveda:11,atharvaveda:11
anama	vidyut:2	rigveda:2
anambUkfta	dcs:1	mahabharata-udyogaparva:1
anamitra	dcs:5	atharvaveda:4,mahabharata-ashvamedhikaparva:1
ananDa	vidyut:5	ch-up:4,buddhacharita:1
ananUkta	vidyut:1	br-up:1
ananda	vidyut:3	kat-up:2,br-up:1
ananna	dcs:3	br-up:1,ch-up:1,rigveda:1
anantA	dcs:7	mahabharata-adiparva:3,br-up:2,kama-sutra:1
anantAtman	vidyut:1	vedartha-samgraha_ramanuja:1
ananta	dcs:187	vedartha-samgraha_ramanuja:13,mahabharata-adiparva:12,br-up:10
anantaSakti	dcs:1	mai-up:1
anantakIrti	dcs:2	mahabharata-udyogaparva:1,raghuvamsha:1
anantaka	vidyut:9,dcs:2	mahabharata-adiparva:4,mahabharata-virataparva:3,manavadharmashastra:1
anantarUpa	vidyut:20,marker:10	bhagavadgita-prabhupada:4,mahabharata-bhishmaparva:3,bhagavadgita-1788:2
anantara	dcs:88	mahabharata-adiparva:13,mahabharata-dronaparva:8,mahabharata-aranyakaparva:6
anantarajAta	vidyut:2	manavadharmashastra:2
anantaraja	marker:1,vidyut:1	mahabharata-virataparva:1,mahabharata-adiparva:1
anantaram	dcs:47,marker:2	ramayana-ayodhyakanda:9,raghuvamsha:6,mahabharata-udyogaparva:5
anantarhita	vidyut:4	ramayana-ayodhyakanda:2,br-up:2
anantarikza	dcs:1	mahabharata-aranyakaparva:1
anantatA	vidyut:2	br-up:1,buddhacharita:1
anantatva	vidyut:1	kama-sutra:1
anantavIrya	vidyut:23,marker:8	bhagavadgita-prabhupada:3,bhagavadgita-1914:2,bhagavadgita-1909:2
anantavat	vidyut:2	ch-up:2
anantavijaya	vidyut:19	mahabharata-bhishmaparva:3,bhagavadgita-1914:2,bhagavadgita-erman:2
anantya	dcs:2	kat-up:1,shv-up:1
ananuBAzaRa	vidyut:3	nyaya-bhashya:3
ananuBUta	vidyut:1	pr-up:1
ananujYAta	dcs:4	ramayana-sundarakanda:1,manavadharmashastra:1,mahabharata-adiparva:1
ananuyoga	vidyut:1	nyaya-bhashya:1
ananuzWAna	vidyut:1	mahabharata-udyogaparva:1
ananvAgata	vidyut:2	br-up:2
ananya	dcs:61	bhagavadgita-prabhupada:8,bhagavadgita-burba:5,gitarthasamgraha-abhinavagupta:4
ananyacetas	vidyut:6,marker:1	bhagavadgita-1914:1,mahabharata-bhishmaparva:1,gitarthasamgraha-abhinavagupta:1
ananyacitta	vidyut:1	ramayana-sundarakanda:1
ananyagAmin	vidyut:2	gitarthasamgraha-abhinavagupta:2
ananyaja	dcs:1	amaru-shataka:1
ananyakArya	vidyut:1	raghuvamsha:1
ananyamanas	vidyut:3,marker:1	ramanuja_gitabhashya:2,bhagavadgita-1909:1,bhagavadgita-erman:1
ananyapUrvA	dcs:3	kama-sutra:3
ananyaparAyaRa	vidyut:1	ramayana-ayodhyakanda:1
ananyasADAraRa	vidyut:1	kumarasambhava:1
ananyatA	vidyut:1	nyaya-bhashya:1
ananyatva	vidyut:3	ramayana-sundarakanda:1,nyaya-bhashya:1,vedartha-samgraha_ramanuja:1
ananyayoga	vidyut:6,marker:3	bhagavadgita-prabhupada:2,mahabharata-bhishmaparva:2,bhagavadgita-burba:1
anapAvft	dcs:2	rigveda:2
anapAyin	vidyut:6,dcs:1	mahabharata-dronaparva:2,ramayana-sundarakanda:1,ramayana-balakanda:1
anapacyuta	vidyut:9	rigveda:9
anapadeSa	vidyut:4	nyaya-bhashya:4
anapaga	vidyut:5,dcs:2	mahabharata-aranyakaparva:2,mahabharata-adiparva:1,mahabharata-udyogaparva:1
anapakArin	vidyut:3,dcs:2	mahabharata-adiparva:3,mahabharata-sabhaparva:1,mahabharata-striparva:1
anapakfta	vidyut:1,dcs:1	mahabharata-adiparva:1,mahabharata-ashvamedhikaparva:1
anapakriyA	dcs:2	manavadharmashastra:2
anaparADin	vidyut:4,dcs:1	mahabharata-adiparva:3,mahabharata-aranyakaparva:1,mahabharata-ashramavasikaparva:1
anapara	vidyut:1	br-up:1
anapasPura	dcs:1	rigveda:1
anapasara	vidyut:1	manavadharmashastra:1
anapatrapA	vidyut:1	mahabharata-aranyakaparva:1
anapatrapa	dcs:1	mahabharata-sauptikaparva:1
anapatya	dcs:22,vidyut:1	mahabharata-adiparva:7,mahabharata-aranyakaparva:3,ramayana-balakanda:3
anapatyatA	vidyut:1	atharvaveda:1
anapatyavat	dcs:1	atharvaveda:1
anapavAcana	vidyut:1	atharvaveda:1
anapavfjya	vidyut:1	rigveda:1
anapekzA	dcs:2	nyaya-bhashya:2
anapekza	dcs:21	nyaya-bhashya:3,bhagavadgita-prabhupada:2,mahabharata-bhishmaparva:1
anapekzaka	dcs:1	bhagavadgita-radha:1
anapekzamARa	vidyut:2	raghuvamsha:1,nyaya-bhashya:1
anapekzin	vidyut:1	kama-sutra:1
anapekzita	vidyut:2	kama-sutra:2
anapeta	vidyut:1	mahabharata-striparva:1
anapeyivas	dcs:1	mahabharata-udyogaparva:1
anapinadDa	vidyut:1	rigveda:1
anapnas	vidyut:1	rigveda:1
anapta	dcs:2	rigveda:2
anaquh	dcs:14,vidyut:1	atharvaveda:7,nyaya-bhashya:2,mahabharata-aranyakaparva:2
anaquha	vidyut:3	atharvaveda:3
anarGya	dcs:2	mahabharata-sabhaparva:1,kumarasambhava:1
anarSani	vidyut:2	rigveda:2
anarSarAti	vidyut:2	rigveda:2
anarTa	dcs:99	kama-sutra:33,mahabharata-udyogaparva:14,ramayana-ayodhyakanda:8
anarTaBAva	vidyut:1	ramayana-ayodhyakanda:1
anarTabudDi	vidyut:1	mahabharata-adiparva:1
anarTadarSin	vidyut:1	ramayana-ayodhyakanda:1
anarTakAma	vidyut:1	buddhacharita:1
anarTaka	vidyut:17,dcs:3	nyaya-bhashya:8,mahabharata-udyogaparva:3,ramayana-ayodhyakanda:2
